Course,Quota,Category,Institute,Rank
MBBS,Open Seat Quota,Open,"AIIMS,
Kalyani, NH-34
Connect or, Basantap ur, Saguna, Kalyani, 741245,
West Bengal, India, West Bengal, 741245",2176
MBBS,Open Seat Quota,EWS,"AIIMS,
Madurai, AIIMS MADUR
AI, Tamil Nadu, 625008",8472
MBBS,Open Seat Quota,OBC,"AIIMS,
Madurai, AIIMS MADUR
AI, Tamil Nadu, 625008",7901
MBBS,Open Seat Quota,OBC PwD,"AIIMS,
Madurai, AIIMS MADUR
AI, Tamil Nadu, 625008",439626
MBBS,Open Seat Quota,Open,"AIIMS,
Madurai, AIIMS MADUR
AI, Tamil Nadu, 625008",6806
MBBS,Open Seat Quota,SC,"AIIMS,
Madurai, AIIMS MADUR
AI, Tamil Nadu, 625008",52252
MBBS,Open Seat Quota,ST,"AIIMS,
Madurai, AIIMS MADUR
AI, Tamil Nadu, 625008",90498
MBBS,Open Seat Quota,SC,"AIIMS,
Nagpur,P LOT NO 2 SECTOR 20 MIHAN NAGPU R,
Maharas htra, 441108",12014
MBBS,Open Seat Quota,EWS,"AIIMS,
New Delhi,AII MS ANSARI NAGAR EAST AUROBI NDO MARG NEW DELHI 110029,
Delhi (NCT), 110029",258
MBBS,Open Seat Quota,EWS,"AIIMS,
Patna,Ph ulwarisha rif, Patna, Bihar- 801507,
Bihar, 801507",2826
MBBS,Open Seat Quota,OBC,"AIIMS,
Patna,Ph ulwarisha rif, Patna, Bihar- 801507,
Bihar, 801507",2308
MBBS,Open Seat Quota,Open,"AIIMS,
Patna,Ph ulwarisha rif, Patna, Bihar- 801507,
Bihar, 801507",1944
MBBS,Open Seat Quota,EWS,"AIIMS,
Rai Bareli ,All India Institute of Medical Sciences Raebarel i, Uttar Pradesh, 229405",4350
MBBS,Open Seat Quota,OBC,"AIIMS,
Rai Bareli ,All India Institute of Medical Sciences Raebarel i, Uttar Pradesh, 229405",3354
MBBS,Open Seat Quota,Open,"AIIMS,
Rai Bareli ,All India Institute of Medical Sciences Raebarel i, Uttar Pradesh, 229405",3314
MBBS,Open Seat Quota,SC,"AIIMS,
Rai Bareli ,All India Institute of Medical Sciences Raebarel i, Uttar Pradesh, 229405",36026
MBBS,Open Seat Quota,ST,"AIIMS,
Rai Bareli ,All India Institute of Medical Sciences Raebarel i, Uttar Pradesh, 229405",51580
MBBS,Open Seat Quota,Open,"AIIMS,
Raipur,T atibandh, G E
Road, Raipur Chhattisg arh, Pin - 492099,
Chhattisg arh, 492099",1369
MBBS,Open Seat Quota,SC,"AIIMS,
Raipur,T atibandh, G E
Road, Raipur Chhattisg arh, Pin - 492099,
Chhattisg arh, 492099",6748
MBBS,Open Seat Quota,OBC,"AIIMS,
Rishikes h ,ALL INDIA INSTITU TE OF MEDICA L SCIENC ES, RISHIKE SH
Uttarakh and - 249203,
Uttarakh and, 249203",1293
MBBS,Open Seat Quota,Open,"AIIMS,
Rishikes h ,ALL INDIA INSTITU TE OF MEDICA L SCIENC ES, RISHIKE SH
Uttarakh and - 249203,
Uttarakh and, 249203",931
MBBS,Open Seat Quota,SC,"AIIMS,
Rishikes h ,ALL INDIA INSTITU TE OF MEDICA L SCIENC ES, RISHIKE SH
Uttarakh and - 249203,
Uttarakh and, 249203",9219
MBBS,Open Seat Quota,Open,"AIIMS-
Bhopal,, SAKET NAGAR BHOPAL
, Madhya Pradesh, 462020",621
MBBS,All India,EWS,"ANUGR AH NARAYA N MAGAD H MEDICA L COLLEG E, GAYA,S HERGH ATIROA D, GAYA,
Bihar, 823001",15487
MBBS,All India,OBC,"ANUGR AH NARAYA N MAGAD H MEDICA L COLLEG E, GAYA,S HERGH ATIROA D, GAYA,
Bihar, 823001",14245
MBBS,All India,Open,"ANUGR AH NARAYA N MAGAD H MEDICA L COLLEG E, GAYA,S HERGH ATIROA D, GAYA,
Bihar, 823001",13640
MBBS,All India,SC,"ANUGR AH NARAYA N MAGAD H MEDICA L COLLEG E, GAYA,S HERGH ATIROA D, GAYA,
Bihar, 823001",99656
MBBS,All India,ST,"ANUGR AH NARAYA N MAGAD H MEDICA L COLLEG E, GAYA,S HERGH ATIROA D, GAYA,
Bihar, 823001",125463
MBBS,All India,EWS,"ASSAM MEDICA L COLLEG E, DIBRUG ARH,Bor
bari, Dibrugar h, Assam, 786002",18290
MBBS,All India,OBC,"ASSAM MEDICA L COLLEG E, DIBRUG ARH,Bor
bari, Dibrugar h, Assam, 786002",19102
MBBS,All India,Open,"ASSAM MEDICA L COLLEG E, DIBRUG ARH,Bor
bari, Dibrugar h, Assam, 786002",17937
MBBS,All India,SC,"ASSAM MEDICA L COLLEG E, DIBRUG ARH,Bor
bari, Dibrugar h, Assam, 786002",99770
MBBS,All India,OBC,"ATAL BIHARI VAJPAY EE GOVER NMENT MEDICA L COLLEG E, VIDISHA
,NH 86 INFRON T OF KHEL PARISA R SANCHI ROAD VIDISHA
, Madhya Pradesh, 464001",15425
MBBS,All India,Open,"ATAL BIHARI VAJPAY EE GOVER NMENT MEDICA L COLLEG E, VIDISHA
,NH 86 INFRON T OF KHEL PARISA R SANCHI ROAD VIDISHA
, Madhya Pradesh, 464001",13963
MBBS,All India,SC,"ATAL BIHARI VAJPAY EE GOVER NMENT MEDICA L COLLEG E, VIDISHA
,NH 86 INFRON T OF KHEL PARISA R SANCHI ROAD VIDISHA
, Madhya Pradesh, 464001",93081
MBBS,All India,ST,"ATAL BIHARI VAJPAY EE GOVER NMENT MEDICA L COLLEG E, VIDISHA
,NH 86 INFRON T OF KHEL PARISA R SANCHI ROAD VIDISHA
, Madhya Pradesh, 464001",113740
MBBS,Deemed/Paid Seats Quota,Open,"Aarupad ai Veedu Medical College and Hospt., Puduche rry,PON DY - CUDDAL ORE MAIN ROAD, KIRUMA MPAKKA M, PUDUC HERRY,
Puduche rry, 607403",1191585
MBBS,Deemed/Paid Seats Quota,Open,"Amrita Institute of Medical Science, Kochi,A mrita School of Medicine Amrita Institute of Medical Sciences AIMS
Ponekkar a P.O
Kochi, Kerala, 682041",138654
MBBS,Non-Resident Indian,Open,"Amrita Institute of Medical Science, Kochi,A mrita School of Medicine Amrita Institute of Medical Sciences AIMS
Ponekkar a P.O
Kochi, Kerala, 682041",466132
BDS,Deemed/Paid Seats Quota,Open,"Amrita School of Dentistry, Kochi,A mrita School of Dentistry, Amrita Institute of Medical Sciences (AIMS), AIMS
Ponekkar a P.O,
Kochi, Kerala, 682041",601783
MBBS,Deemed/Paid Seats Quota,Open,"Amrita School of Medicine Faridaba d,Mata Amritana ndmayi Marg, Sector- 88,
Faridaba d, Haryana, 121002",157146
MBBS,Non-Resident Indian,Open,"Amrita School of Medicine Faridaba d,Mata Amritana ndmayi Marg, Sector- 88,
Faridaba d, Haryana, 121002",755697
MBBS,All India,EWS,"Andama n and Nicobar Islands Institute of Medical S,Directo r ANIIMS, DHS
Annexe Building, Atlanta Point, Port Blair- 744104,
Andama n And Nicobar Islands, 744104",23411
MBBS,All India,OBC,"Andama n and Nicobar Islands Institute of Medical S,Directo r ANIIMS, DHS
Annexe Building, Atlanta Point, Port Blair- 744104,
Andama n And Nicobar Islands, 744104",22704
MBBS,All India,Open,"Andama n and Nicobar Islands Institute of Medical S,Directo r ANIIMS, DHS
Annexe Building, Atlanta Point, Port Blair- 744104,
Andama n And Nicobar Islands, 744104",21195
MBBS,All India,SC,"Andama n and Nicobar Islands Institute of Medical S,Directo r ANIIMS, DHS
Annexe Building, Atlanta Point, Port Blair- 744104,
Andama n And Nicobar Islands, 744104",115951
MBBS,All India,ST,"Andama n and Nicobar Islands Institute of Medical S,Directo r ANIIMS, DHS
Annexe Building, Atlanta Point, Port Blair- 744104,
Andama n And Nicobar Islands, 744104",151143
MBBS,All India,EWS,"Andhra Medical College, Visakhap atnam,M AHARAN I PETA NEAR COLLEC TORATE KGH CAMPU S VISAKH APATNA M,
Andhra Pradesh, 530002",12503
MBBS,All India,OBC,"Andhra Medical College, Visakhap atnam,M AHARAN I PETA NEAR COLLEC TORATE KGH CAMPU S VISAKH APATNA M,
Andhra Pradesh, 530002",13876
MBBS,All India,Open,"Andhra Medical College, Visakhap atnam,M AHARAN I PETA NEAR COLLEC TORATE KGH CAMPU S VISAKH APATNA M,
Andhra Pradesh, 530002",10843
MBBS,All India,ST,"Andhra Medical College, Visakhap atnam,M AHARAN I PETA NEAR COLLEC TORATE KGH CAMPU S VISAKH APATNA M,
Andhra Pradesh, 530002",79502
MBBS,All India,EWS,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPIT AL, NEW DELHI,A BVIMS, Dr. RML
Hospital, B.K.S.
Marg, New Delhi, Delhi (NCT), 110001",847
MBBS,IP University Quota,OBC,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPIT AL, NEW DELHI,A BVIMS, Dr. RML
Hospital, B.K.S.
Marg, New Delhi, Delhi (NCT), 110001",8808
MBBS,IP University Quota,Open,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPIT AL, NEW DELHI,A BVIMS, Dr. RML
Hospital, B.K.S.
Marg, New Delhi, Delhi (NCT), 110001",2191
MBBS,IP University Quota,SC,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPIT AL, NEW DELHI,A BVIMS, Dr. RML
Hospital, B.K.S.
Marg, New Delhi, Delhi (NCT), 110001",58622
MBBS,All India,EWS,"Autonom ous State Medical College
,Etah,NA GLA PADIHA R SIRAO MAHAR ARA LINK, PAC ROAD, SAKEET, ETAH,U. P.- 207001,
Uttar Pradesh, 207001",16699
MBBS,All India,OBC,"Autonom ous State Medical College
,Etah,NA GLA PADIHA R SIRAO MAHAR ARA LINK, PAC ROAD, SAKEET, ETAH,U. P.- 207001,
Uttar Pradesh, 207001",16006
MBBS,All India,Open,"Autonom ous State Medical College
,Etah,NA GLA PADIHA R SIRAO MAHAR ARA LINK, PAC ROAD, SAKEET, ETAH,U. P.- 207001,
Uttar Pradesh, 207001",15285
MBBS,All India,SC,"Autonom ous State Medical College
,Etah,NA GLA PADIHA R SIRAO MAHAR ARA LINK, PAC ROAD, SAKEET, ETAH,U. P.- 207001,
Uttar Pradesh, 207001",95252
MBBS,All India,ST,"Autonom ous State Medical College
,Etah,NA GLA PADIHA R SIRAO MAHAR ARA LINK, PAC ROAD, SAKEET, ETAH,U. P.- 207001,
Uttar Pradesh, 207001",114529
MBBS,All India,EWS,"Autonom ous State Medical College , Fatehpur
,Autono mous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",17404
MBBS,All India,OBC,"Autonom ous State Medical College , Fatehpur
,Autono mous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",16176
MBBS,All India,Open,"Autonom ous State Medical College , Fatehpur
,Autono mous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",15999
MBBS,All India,SC,"Autonom ous State Medical College , Fatehpur
,Autono mous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",98201
MBBS,All India,ST,"Autonom ous State Medical College , Fatehpur
,Autono mous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",119913
MBBS,All India,EWS,"Autonom ous State Medical College Society , Mirzapur, Piparada rh, Visunder pur, Uttar Pradesh, 231001",16350
MBBS,All India,OBC,"Autonom ous State Medical College Society , Mirzapur, Piparada rh, Visunder pur, Uttar Pradesh, 231001",16638
MBBS,All India,Open,"Autonom ous State Medical College Society , Mirzapur, Piparada rh, Visunder pur, Uttar Pradesh, 231001",16089
MBBS,All India,SC,"Autonom ous State Medical College Society , Mirzapur, Piparada rh, Visunder pur, Uttar Pradesh, 231001",98024
MBBS,All India,ST,"Autonom ous State Medical College Society , Mirzapur, Piparada rh, Visunder pur, Uttar Pradesh, 231001",124317
MBBS,All India,EWS,"Autonom ous State Medical College, Ghazipur
,Principal Prashasn ik Bhawan MV
Autonom ous State Medical College RTI
Chaurah a Ghazipur
, Uttar Pradesh, 233001",18377
MBBS,All India,OBC,"Autonom ous State Medical College, Ghazipur
,Principal Prashasn ik Bhawan MV
Autonom ous State Medical College RTI
Chaurah a Ghazipur
, Uttar Pradesh, 233001",17475
MBBS,All India,Open,"Autonom ous State Medical College, Ghazipur
,Principal Prashasn ik Bhawan MV
Autonom ous State Medical College RTI
Chaurah a Ghazipur
, Uttar Pradesh, 233001",17094
MBBS,All India,SC,"Autonom ous State Medical College, Ghazipur
,Principal Prashasn ik Bhawan MV
Autonom ous State Medical College RTI
Chaurah a Ghazipur
, Uttar Pradesh, 233001",100480
MBBS,All India,ST,"Autonom ous State Medical College, Ghazipur
,Principal Prashasn ik Bhawan MV
Autonom ous State Medical College RTI
Chaurah a Ghazipur
, Uttar Pradesh, 233001",124152
MBBS,All India,OBC,"Autonom ous State Medical College, Pratapga rh,Pure Keshav Rai Gay Ghat Road Pratapga rh, Uttar Pradesh, 230001",16457
MBBS,All India,Open,"Autonom ous State Medical College, Pratapga rh,Pure Keshav Rai Gay Ghat Road Pratapga rh, Uttar Pradesh, 230001",16222
MBBS,All India,SC,"Autonom ous State Medical College, Pratapga rh,Pure Keshav Rai Gay Ghat Road Pratapga rh, Uttar Pradesh, 230001",98908
MBBS,All India,ST,"Autonom ous State Medical College, Pratapga rh,Pure Keshav Rai Gay Ghat Road Pratapga rh, Uttar Pradesh, 230001",125177
MBBS,All India,OBC,"Autonom ous State Medical College, Siddhart hnagar,A utonomo us State Medical College Siddhart hnagar 71 Ashok Marg Village Mudila Naugarh Uttar Prade, Uttar Pradesh, 272207",17005
MBBS,All India,Open,"Autonom ous State Medical College, Siddhart hnagar,A utonomo us State Medical College Siddhart hnagar 71 Ashok Marg Village Mudila Naugarh Uttar Prade, Uttar Pradesh, 272207",16030
MBBS,All India,ST,"Autonom ous State Medical College, Siddhart hnagar,A utonomo us State Medical College Siddhart hnagar 71 Ashok Marg Village Mudila Naugarh Uttar Prade, Uttar Pradesh, 272207",128181
MBBS,All India,OBC,"Autonom ous State Medical college Society Hardoi,G aura Danda, Sitapur Road, Hardoi, Uttar Pradesh, 241001",16264
MBBS,All India,Open,"Autonom ous State Medical college Society Hardoi,G aura Danda, Sitapur Road, Hardoi, Uttar Pradesh, 241001",15531
MBBS,All India,Open PwD,"Autonom ous State Medical college Society Hardoi,G aura Danda, Sitapur Road, Hardoi, Uttar Pradesh, 241001",778489
MBBS,All India,SC,"Autonom ous State Medical college Society Hardoi,G aura Danda, Sitapur Road, Hardoi, Uttar Pradesh, 241001",93946
MBBS,All India,EWS,"B.J.
Governm ent Medical College, Pune,Sa ssoon Hospital Compou nd, Near Pune Railway station J.P.
Narayan Road, Pune, Maharas htra, 411001",7491
MBBS,All India,OBC,"B.J.
Governm ent Medical College, Pune,Sa ssoon Hospital Compou nd, Near Pune Railway station J.P.
Narayan Road, Pune, Maharas htra, 411001",7905
MBBS,All India,Open,"B.J.
Governm ent Medical College, Pune,Sa ssoon Hospital Compou nd, Near Pune Railway station J.P.
Narayan Road, Pune, Maharas htra, 411001",5173
MBBS,All India,SC,"B.J.
Governm ent Medical College, Pune,Sa ssoon Hospital Compou nd, Near Pune Railway station J.P.
Narayan Road, Pune, Maharas htra, 411001",48495
MBBS,All India,ST,"B.J.
Governm ent Medical College, Pune,Sa ssoon Hospital Compou nd, Near Pune Railway station J.P.
Narayan Road, Pune, Maharas htra, 411001",82959
MBBS,All India,EWS,"B.J. MEDICA L COLLEG E, AHMED ABAD,B
J Medical College, New Civil Hospital Campus, Asarwa, Ahmeda bad 380016,
Gujarat, 380016",4406
MBBS,All India,OBC,"B.J. MEDICA L COLLEG E, AHMED ABAD,B
J Medical College, New Civil Hospital Campus, Asarwa, Ahmeda bad 380016,
Gujarat, 380016",3764
MBBS,All India,ST,"B.J. MEDICA L COLLEG E, AHMED ABAD,B
J Medical College, New Civil Hospital Campus, Asarwa, Ahmeda bad 380016,
Gujarat, 380016",59617
MBBS,Deemed/Paid Seats Quota,Open,"B.L.D.E
Universit y, Bijapur,S MT BANGAR AMMA SAJJAN CAMPU S B M PATIL ROAD VIJAYAP URA KARNAT AKA,
Karnatak a, 586103",320431
MBBS,Non-Resident Indian,Open,"B.L.D.E
Universit y, Bijapur,S MT BANGAR AMMA SAJJAN CAMPU S B M PATIL ROAD VIJAYAP URA KARNAT AKA,
Karnatak a, 586103",856792
MBBS,All India,EWS,"B.R.D. MEDICA L COLLEG E, GORAK HPUR,M AHARAJ GANJ ROAD,G ORAKHP
UR, Uttar Pradesh, 273013",10262
MBBS,All India,OBC,"B.R.D. MEDICA L COLLEG E, GORAK HPUR,M AHARAJ GANJ ROAD,G ORAKHP
UR, Uttar Pradesh, 273013",10201
MBBS,All India,Open,"B.R.D. MEDICA L COLLEG E, GORAK HPUR,M AHARAJ GANJ ROAD,G ORAKHP
UR, Uttar Pradesh, 273013",9229
MBBS,All India,SC,"B.R.D. MEDICA L COLLEG E, GORAK HPUR,M AHARAJ GANJ ROAD,G ORAKHP
UR, Uttar Pradesh, 273013",71989
MBBS,All India,EWS,"BANKUR A SAMMIL ANI MED COLL,BA NKURA,
Principal, Bankura Sammila ni Medical College, Lokepur, PO-
Kenduadi hi, Bankura, Pin- 722102,
West Bengal, 722102",15435
