Course,Quota,Category,Institute,Rank
B.Sc. Nursing,B.Sc Nursing All India,Open,"College of Nursing LHMC, New Delhi,College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi, Delhi (NCT), 110001",90544
B.Sc. Nursing,B.Sc Nursing All India,SC,"College of Nursing LHMC, New Delhi,College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi, Delhi (NCT), 110001",204788
B.Sc. Nursing,B.Sc Nursing All India,Open,"College of Nursing Safdarjung Hospital, New Delhi,College of Nursing VMMC and Safdarjang Hospital New Delhi, Delhi (NCT), 110029",64302
MBBS,Deemed/Paid Seats Quota,Open,"DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,Hinaga Road
Wanadongri Nagpur Maharashtra India, Maharashtra, 441110",235256
MBBS,Non-Resident Indian,Open,"DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,Hinaga Road
Wanadongri Nagpur Maharashtra India, Maharashtra, 441110",807546
BDS,All India,OBC,"DC, RIMS, Imphal,PO Lamphelpat, Imphal West District, Manipur, 795004",78426
BDS,All India,Open,"DC, RIMS, Imphal,PO Lamphelpat, Imphal West District, Manipur, 795004",61671
MBBS,All India,SC,"Darbhanga Medical College, Laheriasarai,Sheetal Prasad Marg, Laheriasarai, Darbhanga, Bihar, 846003",125412
MBBS,All India,Open,"Dr Ram Manohar Lohia Inst. of Med. Sce., Lucknow,Vibhuti Khand Gomti Nagar
Lucknow, Uttar Pradesh, 226010",17074
BDS,Deemed/Paid Seats Quota,Open,"Dr. DY Patil Dental College and Hosp. Navi Mumbai,Dr. D. Y. Patil Vidyanagar, Sector 7, Nerul, Navi Mumbai, Maharashtra, 400706",404398
MBBS,Deemed/Paid Seats Quota,Open,"Dr. DY Patil Medical College and Hospt., Pune,Dr. D. Y. Patil Medical College, Hospital and Research Centre, Sant Tukaram Nagar, Pimpri, Pune., Maharashtra, 411018",353475
MBBS,Non-Resident Indian,Open,"Dr. DY Patil Medical College, Navi Mumbai,Plot No. 2, Sector 7, Nerul, Navi Mumbai, Maharashtra, Maharashtra, 400706",958001
MBBS,Non-Resident Indian,Open,"Dr. DYP Edu. Soc. Deemed Uni., Kolhapur,869, E Ward, D. Y. Patil Vidyanagar, Kasaba Bavada, Kolhapur 416006, Maharashtra, 416006",916501
MBBS,All India,OBC,"Dr. YS Parmar Govt. Medical College, Nahan,Nahan, District Sirmaur, Himachal Pradesh, Himachal Pradesh, 173001",23611
B.Sc. Nursing,All India,OBC,"ESIC College of Nursing, Gulbarga, Karnataka,ESIC COLLEGE OF NURSING ESIC MEDICAL COLLEGE AND HOSPITAL
SEDAM ROAD KALABURIGI, Karnataka, 585106",131536
B.Sc. Nursing,Employees State Insurance Scheme (ESI),OBC,"ESIC College of Nursing, Gulbarga, Karnataka,ESIC COLLEGE OF NURSING ESIC MEDICAL COLLEGE AND HOSPITAL
SEDAM ROAD KALABURIGI, Karnataka, 585106",1163575
B.Sc. Nursing,Employees State Insurance Scheme (ESI),Open,"ESIC College of Nursing, Gulbarga, Karnataka,ESIC COLLEGE OF NURSING ESIC MEDICAL COLLEGE AND HOSPITAL
SEDAM ROAD KALABURIGI, Karnataka, 585106",578532
B.Sc. Nursing,Employees State Insurance Scheme (ESI),SC,"ESIC College of Nursing, Gulbarga, Karnataka,ESIC COLLEGE OF NURSING ESIC MEDICAL COLLEGE AND HOSPITAL
SEDAM ROAD KALABURIGI, Karnataka, 585106",614629
B.Sc. Nursing,All India,OBC,"ESIC College of Nursing, Indiranagar, Bangalore,70 APPAREDDY PALYA 7TH MAIN INDIRANAGAR BENGALURU, Karnataka, 560008",131882
B.Sc. Nursing,All India,Open,"ESIC College of Nursing, Indiranagar, Bangalore,70 APPAREDDY PALYA 7TH MAIN INDIRANAGAR BENGALURU, Karnataka, 560008",70830
B.Sc. Nursing,Employees State Insurance Scheme (ESI),OBC,"ESIC College of Nursing, Indiranagar, Bangalore,70 APPAREDDY PALYA 7TH MAIN INDIRANAGAR BENGALURU, Karnataka, 560008",1071256
B.Sc. Nursing,Employees State Insurance Scheme (ESI),Open,"ESIC College of Nursing, Indiranagar, Bangalore,70 APPAREDDY PALYA 7TH MAIN INDIRANAGAR BENGALURU, Karnataka, 560008",974307
BDS,IP University Quota,OBC,"ESIC Dental College and Hospital,ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",70759
BDS,IP University Quota,SC,"ESIC Dental College and Hospital,ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",202417
BDS,All India,Open,"ESIC Dental College, Gulbarga,ESIC MEDICAL COLLEGE & HOSPITAL CAMPUS, Sedam Road, Gulbarga, Karnataka, 585106",69144
BDS,All India,SC,"ESIC Dental College, Gulbarga,ESIC MEDICAL COLLEGE & HOSPITAL CAMPUS, Sedam Road, Gulbarga, Karnataka, 585106",180749
BDS,All India,ST,"ESIC Dental College, Gulbarga,ESIC MEDICAL COLLEGE & HOSPITAL CAMPUS, Sedam Road, Gulbarga, Karnataka, 585106",304806
MBBS,All India,Open,"ESIC Medical College, Faridabad,NH 3 NIT FARIDABAD, Haryana, 121001",23509
BDS,All India,SC,"GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK,Post Graduate Institute of Dental Sciences, Rohtak, Haryana, 124001",173522
MBBS,Deemed/Paid Seats Quota,Open,"GITAM Institue of Med. Sce. and Res., Visakhapatnam,Gandhi Institute of Technology and Management (GITAM), Rushikonda, Visakhapatnam, Andhra Pradesh, 530045",301719
BDS,All India,OBC,"GOA DENTAL COLLEGE & HOSPITAL, GOA,Bambolim,Goa, Goa, 403202",80048
BDS,All India,Open,"GOA DENTAL COLLEGE & HOSPITAL, GOA,Bambolim,Goa, Goa, 403202",51823
BDS,All India,SC,"GOA DENTAL COLLEGE & HOSPITAL, GOA,Bambolim,Goa, Goa, 403202",210592
BDS,All India,EWS,"GOVT. COLLEGE OF DENTISTRY, INDORE,1 Sardar Patel Marg
Indore, Madhya Pradesh, 452001",65910
BDS,All India,SC,"GOVT. COLLEGE OF DENTISTRY, INDORE,1 Sardar Patel Marg
Indore, Madhya Pradesh, 452001",203120
BDS,All India,Open,"GOVT. DENTAL COLL.& HOSP., JAMNAGAR,Opp. City Police Line,
Navagam Ghed, Jamnagar, Gujarat, 361008",24898
BDS,All India,SC,"GOVT. DENTAL COLLEGE, KOZIKODE,MEDICAL COLLEGE CAMPUS, MEDICAL COLLEGE P.O., KOZHIKODE, Kerala, 673008",190554
MBBS,All India,OBC,"GOVT. MEDICAL COLLEGE, KOTTAYAM,GANDHINAGAR P O KOTTAYAM
KERALA 686008, Kerala, 686008",22715
MBBS,All India,Open,"GOVT. MEDICAL COLLEGE,PATIALA,Sangrur road Government Medical College, Patiala, Punjab, 147001",23593
MBBS,All India,Open,"GOVT.MEDICAL COLLEGE, AMRITSAR,CIRCULAR ROAD, AMRITSAR-143001,
Punjab, 143001",23598
MBBS,All India,Open,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI,Sir JJ Group of HospitalCompound, Sir JJ Road, Byculla Mumbai, Maharashtra, 400008",16813
BDS,All India,OBC,"Government Dental College & Hospital, Srinagar,Shireen Bagh Karan Nagar Srinagar Jammu and Kashmir India, Jammu And Kashmir, 190010",54880
BDS,All India,SC,"Government Dental College & Hospital, Srinagar,Shireen Bagh Karan Nagar Srinagar Jammu and Kashmir India, Jammu And Kashmir, 190010",215441
BDS,All India,Open,"Government Dental College Hyderabad,GOVERNMENT DENTAL COLLEGE AND HOSPITAL,
AFZALGUNJ, HYDERABAD - 500012, Telangana, 500012",43626
BDS,All India,SC,"Government Dental College Hyderabad,GOVERNMENT DENTAL COLLEGE AND HOSPITAL,
AFZALGUNJ, HYDERABAD - 500012, Telangana, 500012",181356
BDS,All India,OBC,"Government Dental College, Alappuzha,Government Dental College
T.D Medical College (PO) Alappuzha,Kerala, Kerala, 688005",62891
BDS,All India,ST,"Government Dental College, Alappuzha,Government Dental College
T.D Medical College (PO) Alappuzha,Kerala, Kerala, 688005",279950
MBBS,All India,SC,"Government Doon Medcial College, Dehradun,Government Doon Medical College, Dehrakhas Patel Nagar, Dehradun 248001, Uttarakhand, 248001",127661
MBBS,All India,Open,"Government Medical College and ESIC Hospital, Coimbatore,KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE, Tamil Nadu, 641015",23632
MBBS,All India,ST,"Government Medical College, Baramulla ,Kanth Bagh Baramulla, Jammu and Kashmir, Jammu And Kashmir, 193101",166742
MBBS,All India,OBC,"Government Medical College, ESIC, Kollam,Parippally Kollam 691574, Kerala, 691574",23647
MBBS,All India,Open,"Government Medical College, Nagapattinam,NO.1,MANALMEDU, ORATHUR VILLAGE, NAGAPATTINAM TK, NAGAPATTINAM DISTRICT, Tamil Nadu, 611108",23674
MBBS,All India,Open,"Government Medical College, Nilgiris,No. 1, INDU  NAGAR, MYSORE ROAD, UDHAGAMANDALAM, NILGIRIS DISTRICT, Tamil Nadu, 643005",23670
MBBS,All India,OBC,"Government Medical College, Omandurar,GOVERNMENT MEDICAL COLLEGE, OMANDURAR GOVERNMENT ESTATE, WALAJA ROAD, CHENNAI - 600 002., Tamil Nadu, 600002",23667
MBBS,All India,Open,"Government Medical College, Thiruvallur,BLOCK 1 MASTER PLAN COMPLEX THIRUVALLUR COLLECTORATE PERUMBAKKAM VILLAGE THIRUVALLUR, Tamil Nadu, 602001",23655
MBBS,All India,Open,"Government Medical College, Tiruppur,18 DHARAPURAM ROAD TIRUPPUR TAMILNADU 641608, Tamil Nadu, 641608",23668
BDS,All India,ST,"Govt Dental College RIMS Kadapa,PRINCIPAL GOVT DENTAL COLLEGE, RIMS, PUTLAMPALLI KADAPA  State ANDHRA PRADESH Pin 516004, Andhra Pradesh, 516004",260968
MBBS,All India,SC,"Govt Medical College Badaun,Gunera Wazidpur Ujhani Road Badaun U.P. 243601",128213
MBBS,All India,Open,"Govt Medical College Kannur,P.O Pariyaram Medical College, Kannur, Kerala 670503",21118
MBBS,All India,Open,"Govt Medical College, Churu,Shekhawat Colony, Civil Lines Road,Churu, Rajasthan, 331001",23602
MBBS,All India,Open,"Govt Medical College, Dungarpur,VILLAGE- THANA DUNGARPUR, Rajasthan, 314001",23618
MBBS,All India,OBC,"Govt Medical College, Ernakulam,HMT COLONY  P O, KALAMASSERY, ERNAKULAM DISTRICT, Kerala, 683503",23498
MBBS,All India,Open,"Govt Medical College, Idukki,Principal, Govt Medical College Idukki, Idukki colony P.O.,Idukki District, Kerala, 685602",23567
MBBS,All India,OBC,"Govt Medical College, Palakkad,NH-544, EAST YAKKARA, KUNNATHURMEDU POST, PALAKKAD-678013, Kerala, 678013",23666
MBBS,All India,ST,"Govt. Medical College Karur,SANAPIRATTI VILLAGE NORTH GANDHIGRAMAM KARUR TAMILNADU, Tamil Nadu, 639004",169009
MBBS,All India,Open,"Govt. Medical College, Sirohi (rajasthan),SIROHI SHIVGANJ HIGHWAY,NEAR AMBESHWAR ,VILLAGE- KOLAR, TEHSIL- SIVGANJ,DIST- SIROHI, Rajasthan, 307030",23630
MBBS,All India,Open,"Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra,JUHU, VILEPARLE WEST MUMBAI, Maharashtra, 400056",21073
BDS,Open Seat Quota,OBC,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",24516
BDS,Deemed/Paid Seats Quota,Open,"Indira Gandhi Dental College and SBV, Pondycherry,SBV Pondicherry Campus, Pillaiyarkuppam,, Puducherry, 607402",1215492
MBBS,All India,Open,"JAWAHAR LAL NEHRU MEDICAL, AJMER,NEAR PATEL STADIUM AJMER,
Rajasthan, 305001",22881
MBBS,All India,Open,"JHALAWAR MEDICAL COLLEGE, Jhalawar ,NH-52, KOTA ROAD,JHALAWAR,RAJASTHAN, Rajasthan, 326001",23581
MBBS,Deemed/Paid Seats Quota,Open,"JLN Medical College, Datta Meghe, Wardha,Sawangi (Meghe), Wardha, Maharashtra State,India, Maharashtra, 442107",181435
BDS,Deemed/Paid Seats Quota,Open,"JSS Dental College, Mysuru,The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu, Karnataka, 570015",810039
MBBS,Deemed/Paid Seats Quota,Open,"JSS Medical College, Mysuru,The Principal JSS Medical College and Hospital Medical Institutions Campus S S Nagar Mysuru, Karnataka, 570015",155432
MBBS,Non-Resident Indian,Open,"JSS Medical College, Mysuru,The Principal JSS Medical College and Hospital Medical Institutions Campus S S Nagar Mysuru, Karnataka, 570015",932397
MBBS,Deemed/Paid Seats Quota,Open,"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College, Hubballi,KLE Jagadguru Gangadhar
Mahaswamigalu Moorusavirmath Medical College  Gabbur Cross Hubballi, Karnataka, 580028",90176
MBBS,Open Seat Quota,Open,"Jawaharlal Nehru Medical College, AMU,ALIGARH,ALIGARH MUSLIM UNIVERSITY, ALIGARH, Uttar Pradesh, 202002",13469
BDS,Deemed/Paid Seats Quota,Open,"K M Shah Dental Collegel, SumanDeep Vidyapeeth Vadodara,Sumandeep Vidyapeeth Piparia Waghodia Vadodara Gujarat, Gujarat, 391760",1185136
MBBS,Non-Resident Indian,Open,"K.S Hegde Medical Academy, Mangaluru,Deralakatte, Mangaluru, Dakshina Kannada Dist,, Karnataka, 575018",981616
MBBS,Deemed/Paid Seats Quota,Open,"Krishna Inst. of Med. Scie., Karad,KARAD, DIST. SATARA (MAHARASHTRA STATE).,
Maharashtra, 415110",254185
MBBS,All India,Open,"L.L.R.M. MEDICAL COLLEGE, MEERUT,LALA LAJPAT RAI MEMORIAL, MEDICAL COLLEGE, GARH ROAD, MEERUT, Uttar Pradesh, 250004",23579
BDS,All India,OBC,"M.G.D.C. & HOSPITAL, PUDUCHERRY,GOVT. OF PUDUCHERRY INSTITUTION, GORIMEDU, PONDICHERRY, Puducherry, 605006",71552
MBBS,All India,OBC,"MADURAI MEDICAL COLLEGE, MADURAI,PANAGAL ROAD MADURAI, Tamil Nadu, 625020",23672
MBBS,All India,ST,"MADURAI MEDICAL COLLEGE, MADURAI,PANAGAL ROAD MADURAI, Tamil Nadu, 625020",52379
MBBS,All India,Open,"MAHARANI LAXMI BAI MEDICAL COLL,JHANSI,M.L.B. MEDICAL COLLEGE, KANPUR ROAD, JHANSI, Uttar Pradesh, 284128",23583
BDS,Deemed/Paid Seats Quota,Open,"MM College of Dental Scie. and Res., Mullana,M.M. COLLEGE OF DENTAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA, Haryana, 133207",650684
MBBS,Deemed/Paid Seats Quota,Open,"MM Inst. Med. and Research, Mullana,M.M. INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA., Haryana, 133207",225717
MBBS,Deemed/Paid Seats Quota,Open,"Mahatma Gandhi Medical College, Pondicherry,SBV Pondicherry Campus, Pillaiyarkuppam, Puducherry, 607402",416957
MBBS,All India,SC,"Mursidabad M C & Hospital, Mursidabad,STATION ROAD, P.O. AND P.S. BERHAMPORE,
DIST. MURSHIDABAD, West Bengal, 742101",126902
MBBS,All India,Open,"PT. B.D. SHARMA PGIMS, ROHTAK,Pt. B.D. Sharma PGIMS, Rohtak, Haryana, 124001",23337
MBBS,All India,Open,"R.G. KAR MEDICAL COLLEGE,KOLKATA,R G Kar Medical College 1 KHUDIRAM BOSE SARANI, West Bengal, 700004",17058
BDS,All India,SC,"REGIONAL DENTAL COLLEGE, GUWAHATI,PO Indrapur,Bhangagarh, Guwahati, Assam, 781032",199612
MBBS,All India,ST,"REGIONAL INST OF MEDICAL SCI, IMPHAL,PO Lamphelpat, Imphal West District, Manipur, 795004",169088
MBBS,All India,OBC,"RIMS Srikakulam,Balaga Srikakulam, Andhra Pradesh, 532001",23663
MBBS,All India,Open,"RUHS College of Medical Sciences, Jaipur,RUHS COLLEGE OF MEDICAL SCIENCES, SECTOR -11, PRATAP NAGAR, SANGANER, JAIPUR 302033, Rajasthan, 302033",23179
BDS,All India,OBC,"Rajah Muthiah Dental College and Hos. , Annamalai ,GOVT DENTAL COLLEGE AND HOSPITAL, CUDDALORE DT- ERSTWHILE RAJAH MUTHIAH DENTAL COLLEGE AND HOSPITAL, Tamil Nadu, 608002",76395
BDS,All India,Open,"Rajah Muthiah Dental College and Hos. , Annamalai ,GOVT DENTAL COLLEGE AND HOSPITAL, CUDDALORE DT- ERSTWHILE RAJAH MUTHIAH DENTAL COLLEGE AND HOSPITAL, Tamil Nadu, 608002",69133
BDS,Deemed/Paid Seats Quota,Open,"Rural Dental College, Loni,At - Loni  Tal - Rahata Dist - Ahmednagar
Maharashtra State, India PIN-413736
(Near Shirdi), Maharashtra, 413736",320494
BDS,All India,ST,"S.C.B. MEDICAL COLL(DENTAL),CUTTACK,S.C.B. Dental College and Hospital, Mangalabag, Cuttack, Pin-753 007, Odisha, 753007",251986
BDS,Deemed/Paid Seats Quota,Open,"SATHYABAMA UNIV. Dental College and Hospt. Chennai,JEPPIAAR NAGAR RAJIV GANDHI SALAI, Tamil Nadu, 600119",1047286
MBBS,All India,EWS,"SHKM GMC, Nalhar, Mewat, Haryana,THE DIRECTOR, SHAHEED HASAN KHAN,MEWATI GOVT. MEDICAL COLLEGE, NALHAR, NUH - HARYANA - 122107,
Haryana, 122107",25013
MBBS,All India,Open,"SHKM GMC, Nalhar, Mewat, Haryana,THE DIRECTOR, SHAHEED HASAN KHAN,MEWATI GOVT. MEDICAL COLLEGE, NALHAR, NUH - HARYANA - 122107,
Haryana, 122107",23624
MBBS,Deemed/Paid Seats Quota,Open,"SRM Medical College and Hospital, Chennai,SRM NAGAR, POTHERI, KATTANKULATHUR - 603203, KANCHEEPURAM DIST,, Tamil Nadu, 603203",337751
MBBS,All India,OBC,"STANLEY MEDICAL COLLEGE, CHENNAI,No.1, Old Jail Road
Chennai, Tamil Nadu, 600001",23625
MBBS,All India,Open,"STANLEY MEDICAL COLLEGE, CHENNAI,No.1, Old Jail Road
Chennai, Tamil Nadu, 600001",23613
BDS,Deemed/Paid Seats Quota,Open,"Santosh Dental College and Hospital, Ghaziabad,No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",464166
BDS,Deemed/Paid Seats Quota,Open,"School of Dental Sciences and KIMSDU, Karad,KARAD, DIST SATARA (MAHARASHTRA STATE) - 415110, Maharashtra, 415110",838019
MBBS,Deemed/Paid Seats Quota,Open,"Shri Sathya Sai Medical College and RI, Chennai,Shri Sathya Sai Nagar, SBV Chennai Campus, Ammapettai, Chengalpattu District, Tamil Nadu, 603108",271777
BDS,Deemed/Paid Seats Quota,Open,"Sree Balaji Dental College and Hospital, Chennai,VELACHERY MAIN ROAD, NARAYANAPURAM, PALLIKARANAI, CHENNAI - 600 100, Tamil Nadu, 600100",1028205
MBBS,Deemed/Paid Seats Quota,Open,"Sree Balaji Medical College and Hospital, Chennai,NO 7 WORKS ROAD CHROMEPET CHENNAI, Tamil Nadu, 600044",586133
MBBS,Deemed/Paid Seats Quota,Open,"Sri Lakshmi Narayana Inst. of Med. Scien., Puducherry,OSUDU, AGARAM VILLAGE, KOODAPAKKAM POST, VILLIANUR COMMUNE, PUDUCHERRY, Puducherry, 605502",303626
MBBS,Deemed/Paid Seats Quota,Open,"Sri Siddhartha Academy T Begur,SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND  RESEARCH CENTRE T BEGUR NELAMANGALA TALUK
BANGALOR, Karnataka, 562123",172274
MBBS,Deemed/Paid Seats Quota,Open,"Sri Siddhartha Medical College DU, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE
B.H. ROAD, AGALAKOTE
TUMKUR, Karnataka, 572107",156422
MBBS,Non-Resident Indian,Open,"Sri Siddhartha Medical College DU, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE
B.H. ROAD, AGALAKOTE
TUMKUR, Karnataka, 572107",1011788
MBBS,All India,OBC,"Sri Venkateswara Medical College, Tirupati,NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI, Andhra Pradesh, 517507",23654
MBBS,All India,SC,"Sri Venkateswara Medical College, Tirupati,NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI, Andhra Pradesh, 517507",129158
MBBS,All India,OBC,"T.D. MEDICAL COLLEGE, ALLAPPUZHA,GOVERNMENT T.D.MEDICAL COLLEGE, VANDANAM.PO, ALAPPUZHA, Kerala, 688005",22805
BDS,All India,Open,"TAMILNADU GOVT D.C. & HOSP, CHENNAI,No. 1, TNPSC SALAI, PARK TOWN, CHENNAI   600003, Tamil Nadu, 600003",31309
BDS,All India,SC,"TAMILNADU GOVT D.C. & HOSP, CHENNAI,No. 1, TNPSC SALAI, PARK TOWN, CHENNAI   600003, Tamil Nadu, 600003",198794
BDS,All India,ST,"TAMILNADU GOVT D.C. & HOSP, CHENNAI,No. 1, TNPSC SALAI, PARK TOWN, CHENNAI   600003, Tamil Nadu, 600003",240643
MBBS,All India,Open,"TOPIWALA NATIONAL MEDICAL COLLEGE,MUMBAI,Dr. A.L. Nair Road, Mumbai
Central, Mumbai, Maharashtra, 400008",18997
BDS,Deemed/Paid Seats Quota,Open,"Thaimoogambigai Dental College and Hsopt. Chennai,Golden George Nagar, Mogappair, Chennai 600 107, Tamil Nadu, 600107",1201439
MBBS,All India,Open,"Thiruvannamalai MC, Thiruvannamalai, TN,District Collectorate, Master Plan Complex, Vengikkal, Thiruvannamalai, Tamil Nadu, 606604",23652
MBBS,Delhi University Quota,OBC,"University College of Medical Sciences, New Delhi,Dilshad Garden, Delhi (NCT), 110095",16075
MBBS,All India,Open,"V.S.S. MEDICAL COLLEGE, BURLA,AYURVIHAR,BURLA, SAMBALPUR, Odisha, 768017",23610
MBBS,Deemed/Paid Seats Quota,Open,"VMKV Medical College and Hospital, Salem,Sankari Main Road, NH-47, Seeragapadi, Salem, Tamil Nadu, 636308",389984
BDS,Deemed/Paid Seats Quota,Open,"VMS Dental College, Salem,Sankari Main Road NH  47  Ariyanoor,  Salem., Tamil Nadu, 636308",1012917
MBBS,All India,Open,"Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,BADRINATH MARG, SRIKOT, SRINAGAR - PAURI GARHWAL, Uttarakhand, 246178",23622
