Course,Quota,Category,Institute,Rank
MBBS,Open Seat Quota,ST,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",50988
MBBS,Open Seat Quota,EWS,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",4059
MBBS,Open Seat Quota,OBC,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",3799
MBBS,Open Seat Quota,OBC PwD,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",360455
MBBS,Open Seat Quota,Open,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",2803
MBBS,Open Seat Quota,Open PwD,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",345164
MBBS,Open Seat Quota,SC,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",28426
MBBS,Open Seat Quota,SC PwD,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",708766
MBBS,Open Seat Quota,ST,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",52297
MBBS,Open Seat Quota,EWS,"AIIMS Guahawti,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",5522
MBBS,Open Seat Quota,OBC,"AIIMS Guahawti,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",4753
MBBS,Open Seat Quota,OBC PwD,"AIIMS Guahawti,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",398123
MBBS,Open Seat Quota,Open,"AIIMS Guahawti,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",3839
MBBS,Open Seat Quota,Open PwD,"AIIMS Guahawti,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",188698
MBBS,Open Seat Quota,SC,"AIIMS Guahawti,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",37989
MBBS,Open Seat Quota,SC PwD,"AIIMS Guahawti,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",747255
MBBS,Open Seat Quota,ST,"AIIMS Guahawti,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",53025
MBBS,Open Seat Quota,EWS,"AIIMS Jammu,AIIMS Vijaypur Samba Jammu, Jammu And Kashmir, 18410",5259
MBBS,Open Seat Quota,OBC,"AIIMS Jammu,AIIMS Vijaypur Samba Jammu, Jammu And Kashmir, 18410",4812
MBBS,Open Seat Quota,Open,"AIIMS Jammu,AIIMS Vijaypur Samba Jammu, Jammu And Kashmir, 18410",3888
MBBS,Open Seat Quota,Open PwD,"AIIMS Jammu,AIIMS Vijaypur Samba Jammu, Jammu And Kashmir, 18410",315918
MBBS,Open Seat Quota,SC,"AIIMS Jammu,AIIMS Vijaypur Samba Jammu, Jammu And Kashmir, 18410",37424
MBBS,Open Seat Quota,ST,"AIIMS Jammu,AIIMS Vijaypur Samba Jammu, Jammu And Kashmir, 18410",64664
MBBS,Open Seat Quota,EWS,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI
MANGALAGIRI GUNTUR (Dt)
ANDHRA PRADESH, Andhra Pradesh, 522503",3033
MBBS,Open Seat Quota,EWS PwD,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI
MANGALAGIRI GUNTUR (Dt)
ANDHRA PRADESH, Andhra Pradesh, 522503",349780
MBBS,Open Seat Quota,OBC,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI
MANGALAGIRI GUNTUR (Dt)
ANDHRA PRADESH, Andhra Pradesh, 522503",3153
MBBS,Open Seat Quota,OBC PwD,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI
MANGALAGIRI GUNTUR (Dt)
ANDHRA PRADESH, Andhra Pradesh, 522503",304907
MBBS,Open Seat Quota,Open,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI
MANGALAGIRI GUNTUR (Dt)
ANDHRA PRADESH, Andhra Pradesh, 522503",1720
MBBS,Open Seat Quota,Open PwD,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI
MANGALAGIRI GUNTUR (Dt)
ANDHRA PRADESH, Andhra Pradesh, 522503",243336
MBBS,Open Seat Quota,SC,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI
MANGALAGIRI GUNTUR (Dt)
ANDHRA PRADESH, Andhra Pradesh, 522503",21762
MBBS,Open Seat Quota,SC PwD,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI
MANGALAGIRI GUNTUR (Dt)
ANDHRA PRADESH, Andhra Pradesh, 522503",282642
MBBS,Open Seat Quota,ST,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI
MANGALAGIRI GUNTUR (Dt)
ANDHRA PRADESH, Andhra Pradesh, 522503",42236
MBBS,Open Seat Quota,ST PwD,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI
MANGALAGIRI GUNTUR (Dt)
ANDHRA PRADESH, Andhra Pradesh, 522503",370451
MBBS,Open Seat Quota,EWS,"AIIMS Rajkot,MBBS admission cell Room No.3, Ground floor, AYUSH, Permanent Campus, AIIMS Rajkot, Khanderi, Gujarat, 360006",3717
MBBS,Open Seat Quota,EWS PwD,"AIIMS Rajkot,MBBS admission cell Room No.3, Ground floor, AYUSH, Permanent Campus, AIIMS Rajkot, Khanderi, Gujarat, 360006",366506
MBBS,Open Seat Quota,OBC,"AIIMS Rajkot,MBBS admission cell Room No.3, Ground floor, AYUSH, Permanent Campus, AIIMS Rajkot, Khanderi, Gujarat, 360006",3614
MBBS,Open Seat Quota,Open,"AIIMS Rajkot,MBBS admission cell Room No.3, Ground floor, AYUSH, Permanent Campus, AIIMS Rajkot, Khanderi, Gujarat, 360006",2340
MBBS,Open Seat Quota,Open PwD,"AIIMS Rajkot,MBBS admission cell Room No.3, Ground floor, AYUSH, Permanent Campus, AIIMS Rajkot, Khanderi, Gujarat, 360006",145092
MBBS,Open Seat Quota,SC,"AIIMS Rajkot,MBBS admission cell Room No.3, Ground floor, AYUSH, Permanent Campus, AIIMS Rajkot, Khanderi, Gujarat, 360006",24835
MBBS,Open Seat Quota,ST,"AIIMS Rajkot,MBBS admission cell Room No.3, Ground floor, AYUSH, Permanent Campus, AIIMS Rajkot, Khanderi, Gujarat, 360006",52182
MBBS,Open Seat Quota,EWS,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",1617
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",333805
MBBS,Open Seat Quota,OBC,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",1017
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",259151
MBBS,Open Seat Quota,Open,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",491
MBBS,Open Seat Quota,Open PwD,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",78395
MBBS,Open Seat Quota,SC,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",6199
MBBS,Open Seat Quota,SC PwD,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",279835
MBBS,Open Seat Quota,ST,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",17653
MBBS,Open Seat Quota,EWS,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",4359
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",502025
MBBS,Open Seat Quota,OBC,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",4097
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",299334
MBBS,Open Seat Quota,Open,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",2512
MBBS,Open Seat Quota,Open PwD,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",246410
MBBS,Open Seat Quota,SC,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",27797
MBBS,Open Seat Quota,SC PwD,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",396056
MBBS,Open Seat Quota,ST,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",50017
MBBS,Open Seat Quota,EWS,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",4609
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",556686
MBBS,Open Seat Quota,OBC,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",4474
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",389744
MBBS,Open Seat Quota,Open,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",3654
MBBS,Open Seat Quota,Open PwD,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",335216
MBBS,Open Seat Quota,SC,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",38571
MBBS,Open Seat Quota,SC PwD,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",656117
MBBS,Open Seat Quota,ST,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",67906
MBBS,Open Seat Quota,ST PwD,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",577520
MBBS,Open Seat Quota,EWS,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",3406
MBBS,Open Seat Quota,OBC,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",2850
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",280652
MBBS,Open Seat Quota,Open,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",2223
MBBS,Open Seat Quota,Open PwD,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",261784
MBBS,Open Seat Quota,SC,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",28739
MBBS,Open Seat Quota,SC PwD,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",494218
MBBS,Open Seat Quota,ST,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",52521
MBBS,Open Seat Quota,ST PwD,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",675151
MBBS,Open Seat Quota,EWS,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",1082
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",323880
MBBS,Open Seat Quota,OBC,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",1050
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",84703
MBBS,Open Seat Quota,Open,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",497
MBBS,Open Seat Quota,Open PwD,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",68115
MBBS,Open Seat Quota,SC,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",6075
MBBS,Open Seat Quota,SC PwD,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",246203
MBBS,Open Seat Quota,ST,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",11350
MBBS,Open Seat Quota,ST PwD,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",305118
MBBS,Open Seat Quota,EWS,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",4044
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",427783
MBBS,Open Seat Quota,OBC,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",3648
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",187827
MBBS,Open Seat Quota,Open,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",1985
MBBS,Open Seat Quota,Open PwD,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",66610
MBBS,Open Seat Quota,SC,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",21852
MBBS,Open Seat Quota,SC PwD,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",614853
MBBS,Open Seat Quota,ST,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",55567
MBBS,Open Seat Quota,EWS,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",6549
MBBS,Open Seat Quota,OBC,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",5254
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",403511
MBBS,Open Seat Quota,Open,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",4377
MBBS,Open Seat Quota,Open PwD,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",351675
MBBS,Open Seat Quota,SC,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",40087
MBBS,Open Seat Quota,ST,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",66942
MBBS,Open Seat Quota,EWS,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",2593
MBBS,Open Seat Quota,OBC,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",2141
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",136448
MBBS,Open Seat Quota,Open,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",1187
MBBS,Open Seat Quota,Open PwD,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",135584
MBBS,Open Seat Quota,SC,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",11918
MBBS,Open Seat Quota,SC PwD,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",186094
MBBS,Open Seat Quota,ST,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",28083
MBBS,Open Seat Quota,ST PwD,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",439278
MBBS,Foreign Country Quota,Open,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",249584
MBBS,Open Seat Quota,EWS,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",223
MBBS,Open Seat Quota,OBC,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",255
MBBS,Open Seat Quota,OBC PwD,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",20882
MBBS,Open Seat Quota,Open,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",57
MBBS,Open Seat Quota,Open PwD,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",1018
MBBS,Open Seat Quota,SC,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",989
MBBS,Open Seat Quota,SC PwD,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",77386
MBBS,Open Seat Quota,ST,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",1624
MBBS,Open Seat Quota,ST PwD,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",145610
MBBS,Open Seat Quota,EWS,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",2239
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",239869
MBBS,Open Seat Quota,OBC,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",2085
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",264090
MBBS,Open Seat Quota,Open,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",1417
MBBS,Open Seat Quota,Open PwD,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",146897
MBBS,Open Seat Quota,SC,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",15079
MBBS,Open Seat Quota,SC PwD,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",274860
MBBS,Open Seat Quota,ST,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",39688
MBBS,Open Seat Quota,ST PwD,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",310803
MBBS,Open Seat Quota,EWS,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",3572
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",178494
MBBS,Open Seat Quota,OBC,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",3550
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",338361
MBBS,Open Seat Quota,Open,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",2751
MBBS,Open Seat Quota,Open PwD,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",168713
MBBS,Open Seat Quota,SC,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",29053
MBBS,Open Seat Quota,SC PwD,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",251770
MBBS,Open Seat Quota,ST,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",52423
MBBS,Open Seat Quota,EWS,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",2386
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",409930
MBBS,Open Seat Quota,OBC,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",1961
