Course,Quota,Category,Institute,Rank
MBBS,All India,ST,"AGARTALA GOVT. MEDICAL COLLEGE,AGARTAL
A , Kunjaban, Agartala, Tripura West, Tripura, 799006",136637
MBBS,Open Seat Quota,EWS,"AIIMS Bathinda  , Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",3959
MBBS,Open Seat Quota,OBC,"AIIMS Bathinda  , Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",3004
MBBS,Open Seat Quota,Open,"AIIMS Bathinda  , Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",1942
MBBS,Open Seat Quota,Open PwD,"AIIMS Bathinda  , Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",163909
MBBS,Open Seat Quota,SC,"AIIMS Bathinda  , Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",23271
MBBS,Open Seat Quota,ST,"AIIMS Bathinda  , Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",51303
MBBS,Open Seat Quota,EWS,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh , All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",4578
MBBS,Open Seat Quota,OBC,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh , All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",3878
MBBS,Open Seat Quota,OBC PwD,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh , All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",237120
MBBS,Open Seat Quota,Open,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh , All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",3150
MBBS,Open Seat Quota,SC,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh , All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",32000
MBBS,Open Seat Quota,ST,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh , All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",47525
MBBS,Open Seat Quota,EWS,"AIIMS Guahawti , PO- CHANGSARI, DISTRICT-KAMRUP,
Assam, 781101",5701
MBBS,Open Seat Quota,OBC,"AIIMS Guahawti , PO- CHANGSARI, DISTRICT-KAMRUP,
Assam, 781101",4909
MBBS,Open Seat Quota,Open,"AIIMS Guahawti , PO- CHANGSARI, DISTRICT-KAMRUP,
Assam, 781101",4417
MBBS,Open Seat Quota,SC,"AIIMS Guahawti , PO- CHANGSARI, DISTRICT-KAMRUP,
Assam, 781101",39941
MBBS,Open Seat Quota,ST,"AIIMS Guahawti , PO- CHANGSARI, DISTRICT-KAMRUP,
Assam, 781101",54941
MBBS,Open Seat Quota,EWS,"AIIMS Jammu , AIIMS
Vijaypur Samba Jammu, Jammu And Kashmir, 18410",5068
MBBS,Open Seat Quota,OBC,"AIIMS Jammu , AIIMS
Vijaypur Samba Jammu, Jammu And Kashmir, 18410",5410
MBBS,Open Seat Quota,Open,"AIIMS Jammu , AIIMS
Vijaypur Samba Jammu, Jammu And Kashmir, 18410",4176
MBBS,Open Seat Quota,SC,"AIIMS Jammu , AIIMS
Vijaypur Samba Jammu, Jammu And Kashmir, 18410",40865
MBBS,Open Seat Quota,ST,"AIIMS Jammu , AIIMS
Vijaypur Samba Jammu, Jammu And Kashmir, 18410",64487
MBBS,Open Seat Quota,OBC,"AIIMS Mangalagiri  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI MANGALAGIRI GUNTUR (Dt) ANDHRA PRADESH,
Andhra Pradesh, 522503",2854
MBBS,Open Seat Quota,Open,"AIIMS Mangalagiri  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI MANGALAGIRI GUNTUR (Dt) ANDHRA PRADESH,
Andhra Pradesh, 522503",1729
MBBS,Open Seat Quota,SC,"AIIMS Mangalagiri  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI MANGALAGIRI GUNTUR (Dt) ANDHRA PRADESH,
Andhra Pradesh, 522503",13893
MBBS,Open Seat Quota,ST PwD,"AIIMS Mangalagiri  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI MANGALAGIRI GUNTUR (Dt) ANDHRA PRADESH,
Andhra Pradesh, 522503",370451
MBBS,Open Seat Quota,EWS,"AIIMS Rajkot , MBBS admission cell Room No.3, Ground floor, AYUSH, Permanent Campus, AIIMS Rajkot, Khanderi, Gujarat, 360006",4396
MBBS,Open Seat Quota,EWS PwD,"AIIMS Rajkot , MBBS admission cell Room No.3, Ground floor, AYUSH, Permanent Campus, AIIMS Rajkot, Khanderi, Gujarat, 360006",420487
MBBS,Open Seat Quota,OBC,"AIIMS Rajkot , MBBS admission cell Room No.3, Ground floor, AYUSH, Permanent Campus, AIIMS Rajkot, Khanderi, Gujarat, 360006",3801
MBBS,Open Seat Quota,Open,"AIIMS Rajkot , MBBS admission cell Room No.3, Ground floor, AYUSH, Permanent Campus, AIIMS Rajkot, Khanderi, Gujarat, 360006",2970
MBBS,Open Seat Quota,SC,"AIIMS Rajkot , MBBS admission cell Room No.3, Ground floor, AYUSH, Permanent Campus, AIIMS Rajkot, Khanderi, Gujarat, 360006",31579
MBBS,Open Seat Quota,EWS,"AIIMS, Bhubaneswar
, AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-
751019, Odisha,
751019",1712
MBBS,Open Seat Quota,OBC,"AIIMS, Bhubaneswar
, AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-
751019, Odisha,
751019",1065
MBBS,Open Seat Quota,Open,"AIIMS, Bhubaneswar
, AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-
751019, Odisha,
751019",496
MBBS,Open Seat Quota,SC,"AIIMS, Bhubaneswar
, AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-
751019, Odisha,
751019",6075
MBBS,Open Seat Quota,ST,"AIIMS, Bhubaneswar
, AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-
751019, Odisha,
751019",20333
MBBS,Open Seat Quota,EWS,"AIIMS, Bibi Nagar, Hyderabad , AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana,
508126",2848
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Bibi Nagar, Hyderabad , AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana,
508126",563070
MBBS,Open Seat Quota,OBC,"AIIMS, Bibi Nagar, Hyderabad , AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana,
508126",4403
MBBS,Open Seat Quota,Open,"AIIMS, Bibi Nagar, Hyderabad , AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana,
508126",2789
MBBS,Open Seat Quota,SC,"AIIMS, Bibi Nagar, Hyderabad , AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana,
508126",17483
MBBS,Open Seat Quota,ST,"AIIMS, Bibi Nagar, Hyderabad , AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana,
508126",34253
MBBS,Open Seat Quota,EWS,"AIIMS, Deogarh  , AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152,
Jharkhand, 814152",4908
MBBS,Open Seat Quota,OBC,"AIIMS, Deogarh  , AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152,
Jharkhand, 814152",4711
MBBS,Open Seat Quota,Open,"AIIMS, Deogarh  , AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152,
Jharkhand, 814152",4218
MBBS,Open Seat Quota,SC,"AIIMS, Deogarh  , AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152,
Jharkhand, 814152",37120
MBBS,Open Seat Quota,ST,"AIIMS, Deogarh  , AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152,
Jharkhand, 814152",66665
MBBS,Open Seat Quota,ST PwD,"AIIMS, Deogarh  , AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152,
Jharkhand, 814152",840403
MBBS,Open Seat Quota,EWS,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",3509
MBBS,Open Seat Quota,OBC,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",2907
MBBS,Open Seat Quota,Open,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",2483
MBBS,Open Seat Quota,Open PwD,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",233414
MBBS,Open Seat Quota,SC,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",31109
MBBS,Open Seat Quota,ST,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",42238
MBBS,Open Seat Quota,OBC,"AIIMS, Jodhpur , BASNI PHASE - II, JODHPUR-342005,
Rajasthan, 342005",1072
MBBS,Open Seat Quota,Open,"AIIMS, Jodhpur , BASNI PHASE - II, JODHPUR-342005,
Rajasthan, 342005",469
MBBS,Open Seat Quota,SC,"AIIMS, Jodhpur , BASNI PHASE - II, JODHPUR-342005,
Rajasthan, 342005",6225
MBBS,Open Seat Quota,EWS,"AIIMS, Kalyani , NH- 34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",4614
MBBS,Open Seat Quota,OBC,"AIIMS, Kalyani , NH- 34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",3744
MBBS,Open Seat Quota,Open,"AIIMS, Kalyani , NH- 34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",2103
MBBS,Open Seat Quota,SC,"AIIMS, Kalyani , NH- 34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",24985
MBBS,Open Seat Quota,ST,"AIIMS, Kalyani , NH- 34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",34050
MBBS,Open Seat Quota,EWS,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",7723
MBBS,Open Seat Quota,OBC,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",6556
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",353972
MBBS,Open Seat Quota,Open,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",5201
MBBS,Open Seat Quota,Open PwD,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",262156
MBBS,Open Seat Quota,SC,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",44919
MBBS,Open Seat Quota,ST,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",72637
MBBS,Open Seat Quota,EWS,"AIIMS, Nagpur , PLOT NO 2 SECTOR 20 MIHAN NAGPUR,
Maharashtra, 441108",2716
MBBS,Open Seat Quota,OBC,"AIIMS, Nagpur , PLOT NO 2 SECTOR 20 MIHAN NAGPUR,
Maharashtra, 441108",2170
MBBS,Open Seat Quota,Open,"AIIMS, Nagpur , PLOT NO 2 SECTOR 20 MIHAN NAGPUR,
Maharashtra, 441108",1264
MBBS,Open Seat Quota,SC,"AIIMS, Nagpur , PLOT NO 2 SECTOR 20 MIHAN NAGPUR,
Maharashtra, 441108",6262
MBBS,Open Seat Quota,ST,"AIIMS, Nagpur , PLOT NO 2 SECTOR 20 MIHAN NAGPUR,
Maharashtra, 441108",20829
MBBS,Open Seat Quota,EWS,"AIIMS, New Delhi , AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029,
Delhi (NCT), 110029",223
MBBS,Open Seat Quota,EWS,"AIIMS, Patna , Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",2563
MBBS,Open Seat Quota,OBC,"AIIMS, Patna , Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",2276
MBBS,Open Seat Quota,Open,"AIIMS, Patna , Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",1628
MBBS,Open Seat Quota,SC,"AIIMS, Patna , Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",18327
MBBS,Open Seat Quota,ST,"AIIMS, Patna , Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",34623
MBBS,Open Seat Quota,EWS,"AIIMS, Rai Bareli  , All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",4206
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Rai Bareli  , All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",452788
MBBS,Open Seat Quota,OBC,"AIIMS, Rai Bareli  , All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",3764
MBBS,Open Seat Quota,Open,"AIIMS, Rai Bareli  , All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",3079
MBBS,Open Seat Quota,SC,"AIIMS, Rai Bareli  , All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",32784
MBBS,Open Seat Quota,ST,"AIIMS, Rai Bareli  , All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",46463
MBBS,Open Seat Quota,EWS,"AIIMS, Raipur , Tatibandh, G E Road, Raipur
Chhattisgarh, Pin - 492099, Chhattisgarh,
492099",2732
MBBS,Open Seat Quota,OBC,"AIIMS, Raipur , Tatibandh, G E Road, Raipur
Chhattisgarh, Pin - 492099, Chhattisgarh,
492099",2022
MBBS,Open Seat Quota,Open,"AIIMS, Raipur , Tatibandh, G E Road, Raipur
Chhattisgarh, Pin - 492099, Chhattisgarh,
492099",1262
MBBS,Open Seat Quota,OBC,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",1630
MBBS,Open Seat Quota,Open,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",791
MBBS,Open Seat Quota,ST,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",16745
MBBS,Open Seat Quota,OBC,"AIIMS-Bhopal, , SAKET NAGAR
BHOPAL, Madhya Pradesh, 462020",1323
MBBS,Open Seat Quota,Open,"AIIMS-Bhopal, , SAKET NAGAR
BHOPAL, Madhya Pradesh, 462020",579
MBBS,All India,EWS,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA , SHERGHATIROAD, GAYA, Bihar, 823001",14912
MBBS,All India,OBC,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA , SHERGHATIROAD, GAYA, Bihar, 823001",14024
MBBS,All India,Open,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA , SHERGHATIROAD, GAYA, Bihar, 823001",12615
MBBS,All India,SC,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA , SHERGHATIROAD, GAYA, Bihar, 823001",88218
MBBS,All India,ST,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA , SHERGHATIROAD, GAYA, Bihar, 823001",115653
MBBS,All India,EWS,"ASSAM MEDICAL COLLEGE, DIBRUGARH ,
Borbari, Dibrugarh, Assam, 786002",17834
MBBS,All India,OBC,"ASSAM MEDICAL COLLEGE, DIBRUGARH ,
Borbari, Dibrugarh, Assam, 786002",17401
MBBS,All India,OBC PwD,"ASSAM MEDICAL COLLEGE, DIBRUGARH ,
Borbari, Dibrugarh, Assam, 786002",628639
MBBS,All India,Open,"ASSAM MEDICAL COLLEGE, DIBRUGARH ,
Borbari, Dibrugarh, Assam, 786002",15816
MBBS,All India,Open PwD,"ASSAM MEDICAL COLLEGE, DIBRUGARH ,
Borbari, Dibrugarh, Assam, 786002",508403
MBBS,All India,SC,"ASSAM MEDICAL COLLEGE, DIBRUGARH ,
Borbari, Dibrugarh, Assam, 786002",92089
MBBS,All India,EWS,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA , NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA,
Madhya Pradesh, 464001",15311
MBBS,All India,OBC,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA , NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA,
Madhya Pradesh, 464001",14232
MBBS,All India,OBC PwD,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA , NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA,
Madhya Pradesh, 464001",661160
MBBS,All India,Open,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA , NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA,
Madhya Pradesh, 464001",12490
MBBS,All India,SC,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA , NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA,
Madhya Pradesh, 464001",82354
MBBS,All India,ST,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA , NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA,
Madhya Pradesh, 464001",105997
MBBS,Deemed/Paid Seats Quota,Open,"Aarupadai Veedu Medical College and Hospt., Puducherry , PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, PUDUCHERRY,
Puducherry, 607403",1202945
MBBS,Deemed/Paid Seats Quota,Open,"Amrita Institute of Medical Science, Kochi , Amrita School of Medicine
Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi, Kerala, 682041",175128
MBBS,Non-Resident Indian,Open,"Amrita Institute of Medical Science, Kochi , Amrita School of Medicine
Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi, Kerala, 682041",904190
BDS,Deemed/Paid Seats Quota,Open,"Amrita School of Dentistry, Kochi , Amrita School of Dentistry, Amrita Institute of Medical Sciences (AIMS), AIMS Ponekkara P.O, Kochi, Kerala, 682041",1197463
MBBS,Deemed/Paid Seats Quota,Open,"Amrita School of Medicine Faridabad , Mata Amritanandmayi Marg, Sector-88, Faridabad, Haryana, 121002",117588
MBBS,Non-Resident Indian,Open,"Amrita School of Medicine Faridabad , Mata Amritanandmayi Marg, Sector-88, Faridabad, Haryana, 121002",860715
MBBS,All India,EWS,"Andaman and Nicobar Islands Institute of Medical S , Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",22302
MBBS,All India,OBC,"Andaman and Nicobar Islands Institute of Medical S , Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",20728
MBBS,All India,Open,"Andaman and Nicobar Islands Institute of Medical S , Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",17420
MBBS,All India,SC,"Andaman and Nicobar Islands Institute of Medical S , Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",112981
MBBS,All India,ST,"Andaman and Nicobar Islands Institute of Medical S , Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",140760
MBBS,All India,EWS,"Andhra Medical College, Visakhapatnam , MAHARANI PETA NEAR COLLECTORATE KGH CAMPUS VISAKHAPATNAM,
Andhra Pradesh, 530002",8632
MBBS,All India,OBC,"Andhra Medical College, Visakhapatnam , MAHARANI PETA NEAR COLLECTORATE KGH CAMPUS VISAKHAPATNAM,
Andhra Pradesh, 530002",10660
MBBS,All India,Open,"Andhra Medical College, Visakhapatnam , MAHARANI PETA NEAR COLLECTORATE KGH CAMPUS VISAKHAPATNAM,
Andhra Pradesh, 530002",7691
MBBS,All India,ST,"Andhra Medical College, Visakhapatnam , MAHARANI PETA NEAR COLLECTORATE KGH CAMPUS VISAKHAPATNAM,
Andhra Pradesh, 530002",68891
MBBS,All India,EWS,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI , ABVIMS, Dr.
RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",401
MBBS,All India,Open,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI , ABVIMS, Dr.
RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",203
MBBS,IP University Quota,OBC,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI , ABVIMS, Dr.
RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",5100
MBBS,IP University Quota,Open,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI , ABVIMS, Dr.
RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",2164
MBBS,IP University Quota,SC,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI , ABVIMS, Dr.
RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",57897
MBBS,All India,EWS,"Autonomous State Medical College , Fatehpur , Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",16088
MBBS,All India,OBC,"Autonomous State Medical College , Fatehpur , Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",15434
MBBS,All India,Open,"Autonomous State Medical College , Fatehpur , Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",14418
MBBS,All India,SC,"Autonomous State Medical College , Fatehpur , Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",90840
MBBS,All India,ST,"Autonomous State Medical College , Fatehpur , Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",99193
MBBS,All India,EWS,"Autonomous State Medical College ,Etah
, NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.-
207001, Uttar
Pradesh, 207001",15841
MBBS,All India,OBC,"Autonomous State Medical College ,Etah
, NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.-
207001, Uttar
Pradesh, 207001",15287
MBBS,All India,Open,"Autonomous State Medical College ,Etah
, NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.-
207001, Uttar
Pradesh, 207001",14723
MBBS,All India,SC,"Autonomous State Medical College ,Etah
, NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.-
207001, Uttar
Pradesh, 207001",94141
MBBS,All India,ST,"Autonomous State Medical College ,Etah
, NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.-
207001, Uttar
Pradesh, 207001",115732
MBBS,All India,EWS,"Autonomous State Medical College Society , Mirzapur , Piparadarh, Visunderpur, Uttar Pradesh, 231001",16699
MBBS,All India,OBC,"Autonomous State Medical College Society , Mirzapur , Piparadarh, Visunderpur, Uttar Pradesh, 231001",16343
MBBS,All India,Open,"Autonomous State Medical College Society , Mirzapur , Piparadarh, Visunderpur, Uttar Pradesh, 231001",15998
MBBS,All India,SC,"Autonomous State Medical College Society , Mirzapur , Piparadarh, Visunderpur, Uttar Pradesh, 231001",97232
MBBS,All India,ST,"Autonomous State Medical College Society , Mirzapur , Piparadarh, Visunderpur, Uttar Pradesh, 231001",116985
MBBS,All India,EWS,"Autonomous State Medical College, Ghazipur , Principal Prashasnik Bhawan MV Autonomous State Medical College RTI Chauraha Ghazipur, Uttar Pradesh, 233001",18229
MBBS,All India,OBC,"Autonomous State Medical College, Ghazipur , Principal Prashasnik Bhawan MV Autonomous State Medical College RTI Chauraha Ghazipur, Uttar Pradesh, 233001",16461
MBBS,All India,Open,"Autonomous State Medical College, Ghazipur , Principal Prashasnik Bhawan MV Autonomous State Medical College RTI Chauraha Ghazipur, Uttar Pradesh, 233001",15975
