Course,Quota,Category,Institute,Rank
MBBS,Open Seat Quota,Open,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",2866
MBBS,Open Seat Quota,Open PwD,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",367602
MBBS,Open Seat Quota,SC,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",35651
MBBS,Open Seat Quota,SC PwD,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",422547
MBBS,Open Seat Quota,ST,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",56463
MBBS,Open Seat Quota,EWS,"AIIMS, Deogarh ,PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",4918
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Deogarh ,PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",531543
MBBS,Open Seat Quota,OBC,"AIIMS, Deogarh ,PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",4961
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Deogarh ,PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",449299
MBBS,Open Seat Quota,Open,"AIIMS, Deogarh ,PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",4010
MBBS,Open Seat Quota,Open PwD,"AIIMS, Deogarh ,PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",367116
MBBS,Open Seat Quota,SC,"AIIMS, Deogarh ,PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",40453
MBBS,Open Seat Quota,SC PwD,"AIIMS, Deogarh ,PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",962533
MBBS,Open Seat Quota,ST,"AIIMS, Deogarh ,PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",70278
MBBS,Open Seat Quota,EWS,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",3173
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",500752
MBBS,Open Seat Quota,OBC,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",3275
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",379190
MBBS,Open Seat Quota,Open,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",2606
MBBS,Open Seat Quota,Open PwD,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",280144
MBBS,Open Seat Quota,SC,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",31961
MBBS,Open Seat Quota,SC PwD,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",628342
MBBS,Open Seat Quota,ST,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",57181
MBBS,Open Seat Quota,EWS,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",1140
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",407434
MBBS,Open Seat Quota,OBC,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",1051
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",261888
MBBS,Open Seat Quota,Open,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",569
MBBS,Open Seat Quota,Open PwD,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",216506
MBBS,Open Seat Quota,SC,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",7719
MBBS,Open Seat Quota,SC PwD,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",233482
MBBS,Open Seat Quota,ST,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",14765
MBBS,Open Seat Quota,EWS,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",3981
MBBS,Open Seat Quota,OBC,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",4222
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",409792
MBBS,Open Seat Quota,Open,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",2783
MBBS,Open Seat Quota,Open PwD,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",182244
MBBS,Open Seat Quota,SC,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",29315
MBBS,Open Seat Quota,SC PwD,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",702654
MBBS,Open Seat Quota,ST,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",64962
MBBS,Open Seat Quota,EWS,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",6407
MBBS,Open Seat Quota,OBC,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",5866
MBBS,Open Seat Quota,Open,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",4737
MBBS,Open Seat Quota,Open PwD,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",435814
MBBS,Open Seat Quota,SC,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",44363
MBBS,Open Seat Quota,ST,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",71430
MBBS,Open Seat Quota,EWS,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",2357
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",339168
MBBS,Open Seat Quota,OBC,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",2281
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",361331
MBBS,Open Seat Quota,Open,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",1328
MBBS,Open Seat Quota,Open PwD,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",232356
MBBS,Open Seat Quota,SC,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",19413
MBBS,Open Seat Quota,SC PwD,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",315372
MBBS,Open Seat Quota,ST,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",39215
MBBS,Open Seat Quota,ST PwD,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",312320
MBBS,Foreign Country Quota,Open,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",681
MBBS,Open Seat Quota,EWS,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",195
MBBS,Open Seat Quota,EWS PwD,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",76343
MBBS,Open Seat Quota,OBC,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",242
MBBS,Open Seat Quota,OBC PwD,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",50392
MBBS,Open Seat Quota,Open,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",55
MBBS,Open Seat Quota,Open PwD,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",18180
MBBS,Open Seat Quota,SC,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",965
MBBS,Open Seat Quota,SC PwD,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",143041
MBBS,Open Seat Quota,ST,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",3087
MBBS,Open Seat Quota,EWS,"AIIMS, Patna,Phulwarisharif, Patna-801507, Bihar, 801507",2151
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Patna,Phulwarisharif, Patna-801507, Bihar, 801507",432844
MBBS,Open Seat Quota,OBC,"AIIMS, Patna,Phulwarisharif, Patna-801507, Bihar, 801507",2206
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Patna,Phulwarisharif, Patna-801507, Bihar, 801507",319940
MBBS,Open Seat Quota,Open,"AIIMS, Patna,Phulwarisharif, Patna-801507, Bihar, 801507",1461
MBBS,Open Seat Quota,Open PwD,"AIIMS, Patna,Phulwarisharif, Patna-801507, Bihar, 801507",286278
MBBS,Open Seat Quota,SC,"AIIMS, Patna,Phulwarisharif, Patna-801507, Bihar, 801507",22309
MBBS,Open Seat Quota,ST,"AIIMS, Patna,Phulwarisharif, Patna-801507, Bihar, 801507",45041
MBBS,Open Seat Quota,EWS,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",3556
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",355125
MBBS,Open Seat Quota,OBC,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",3607
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",402897
MBBS,Open Seat Quota,Open,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",2991
MBBS,Open Seat Quota,Open PwD,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",274449
MBBS,Open Seat Quota,SC,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",36358
MBBS,Open Seat Quota,SC PwD,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",585639
MBBS,Open Seat Quota,ST,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",55619
MBBS,Open Seat Quota,EWS,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",2230
MBBS,Open Seat Quota,OBC,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",2153
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",343984
MBBS,Open Seat Quota,Open,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",1052
MBBS,Open Seat Quota,Open PwD,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",209701
MBBS,Open Seat Quota,SC,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",18715
MBBS,Open Seat Quota,SC PwD,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",698853
MBBS,Open Seat Quota,ST,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",34173
MBBS,Open Seat Quota,ST PwD,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",378937
MBBS,Open Seat Quota,EWS,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand, 249203",1723
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand, 249203",284348
MBBS,Open Seat Quota,OBC,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand, 249203",1662
