Course,Quota,Category,Institute,Rank
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Bhubaneswar
, AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-
751019, Odisha,
751019",562089
MBBS,Open Seat Quota,OBC,"AIIMS, Bhubaneswar
, AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-
751019, Odisha,
751019",1501
MBBS,Open Seat Quota,Open,"AIIMS, Bhubaneswar
, AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-
751019, Odisha,
751019",72
MBBS,Open Seat Quota,Open PwD,"AIIMS, Bhubaneswar
, AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-
751019, Odisha,
751019",67983
MBBS,Open Seat Quota,EWS,"AIIMS, Bibi Nagar, Hyderabad , AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana,
508126",4804
MBBS,Open Seat Quota,OBC,"AIIMS, Bibi Nagar, Hyderabad , AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana,
508126",4517
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Bibi Nagar, Hyderabad , AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana,
508126",231630
MBBS,Open Seat Quota,Open,"AIIMS, Bibi Nagar, Hyderabad , AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana,
508126",3061
MBBS,Open Seat Quota,SC,"AIIMS, Bibi Nagar, Hyderabad , AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana,
508126",37944
MBBS,Open Seat Quota,ST,"AIIMS, Bibi Nagar, Hyderabad , AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana,
508126",59745
MBBS,Open Seat Quota,EWS,"AIIMS, Deogarh  , PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",5294
MBBS,Open Seat Quota,OBC,"AIIMS, Deogarh  , PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",5359
MBBS,Open Seat Quota,Open,"AIIMS, Deogarh  , PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",4203
MBBS,Open Seat Quota,Open PwD,"AIIMS, Deogarh  , PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",516072
MBBS,Open Seat Quota,SC,"AIIMS, Deogarh  , PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",42902
MBBS,Open Seat Quota,SC PwD,"AIIMS, Deogarh  , PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",793403
MBBS,Open Seat Quota,ST,"AIIMS, Deogarh  , PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",76013
MBBS,Open Seat Quota,EWS,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",3198
MBBS,Open Seat Quota,OBC,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",3113
MBBS,Open Seat Quota,Open,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",2214
MBBS,Open Seat Quota,Open PwD,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",319940
MBBS,Open Seat Quota,SC,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",37024
MBBS,Open Seat Quota,SC PwD,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",698853
MBBS,Open Seat Quota,ST,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",61835
MBBS,Open Seat Quota,OBC,"AIIMS, Jodhpur , BASNI PHASE - II, JODHPUR-342005,
Rajasthan, 342005",1162
MBBS,Open Seat Quota,Open,"AIIMS, Jodhpur , BASNI PHASE - II, JODHPUR-342005,
Rajasthan, 342005",502
MBBS,Open Seat Quota,SC,"AIIMS, Jodhpur , BASNI PHASE - II, JODHPUR-342005,
Rajasthan, 342005",5745
MBBS,Open Seat Quota,EWS,"AIIMS, Kalyani , NH- 34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",3325
MBBS,Open Seat Quota,OBC,"AIIMS, Kalyani , NH- 34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",4276
MBBS,Open Seat Quota,Open,"AIIMS, Kalyani , NH- 34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",2307
MBBS,Open Seat Quota,Open PwD,"AIIMS, Kalyani , NH- 34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",202409
MBBS,Open Seat Quota,SC,"AIIMS, Kalyani , NH- 34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",24589
MBBS,Open Seat Quota,ST,"AIIMS, Kalyani , NH- 34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",70278
MBBS,Open Seat Quota,EWS,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",7792
MBBS,Open Seat Quota,OBC,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",6511
MBBS,Open Seat Quota,Open,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",5947
MBBS,Open Seat Quota,Open PwD,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",579115
MBBS,Open Seat Quota,SC,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",47710
MBBS,Open Seat Quota,ST,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",67310
MBBS,Open Seat Quota,EWS,"AIIMS, Nagpur , PLOT NO 2 SECTOR 20 MIHAN NAGPUR,
Maharashtra, 441108",2511
MBBS,Open Seat Quota,OBC,"AIIMS, Nagpur , PLOT NO 2 SECTOR 20 MIHAN NAGPUR,
Maharashtra, 441108",2336
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Nagpur , PLOT NO 2 SECTOR 20 MIHAN NAGPUR,
Maharashtra, 441108",211006
MBBS,Open Seat Quota,Open,"AIIMS, Nagpur , PLOT NO 2 SECTOR 20 MIHAN NAGPUR,
Maharashtra, 441108",1190
MBBS,Open Seat Quota,SC,"AIIMS, Nagpur , PLOT NO 2 SECTOR 20 MIHAN NAGPUR,
Maharashtra, 441108",17188
MBBS,Open Seat Quota,ST,"AIIMS, Nagpur , PLOT NO 2 SECTOR 20 MIHAN NAGPUR,
Maharashtra, 441108",40144
MBBS,Open Seat Quota,OBC,"AIIMS, New Delhi , AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029,
Delhi (NCT), 110029",247
MBBS,Open Seat Quota,Open,"AIIMS, New Delhi , AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029,
Delhi (NCT), 110029",61
MBBS,Open Seat Quota,EWS,"AIIMS, Patna , Phulwarisharif, Patna- 801507, Bihar,
801507",1835
MBBS,Open Seat Quota,OBC,"AIIMS, Patna , Phulwarisharif, Patna- 801507, Bihar,
801507",2362
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Patna , Phulwarisharif, Patna- 801507, Bihar,
801507",324378
MBBS,Open Seat Quota,Open,"AIIMS, Patna , Phulwarisharif, Patna- 801507, Bihar,
801507",1537
MBBS,Open Seat Quota,SC,"AIIMS, Patna , Phulwarisharif, Patna- 801507, Bihar,
801507",27725
MBBS,Open Seat Quota,ST,"AIIMS, Patna , Phulwarisharif, Patna- 801507, Bihar,
801507",52460
MBBS,Open Seat Quota,EWS,"AIIMS, Rai Bareli  , All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",3680
MBBS,Open Seat Quota,OBC,"AIIMS, Rai Bareli  , All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",3607
MBBS,Open Seat Quota,Open,"AIIMS, Rai Bareli  , All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",3043
MBBS,Open Seat Quota,SC,"AIIMS, Rai Bareli  , All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",37434
MBBS,Open Seat Quota,ST,"AIIMS, Rai Bareli  , All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",63701
MBBS,Open Seat Quota,EWS,"AIIMS, Raipur , Tatibandh, G E Road, Raipur
Chhattisgarh, Pin - 492099, Chhattisgarh,
492099",2292
MBBS,Open Seat Quota,OBC,"AIIMS, Raipur , Tatibandh, G E Road, Raipur
Chhattisgarh, Pin - 492099, Chhattisgarh,
492099",2195
MBBS,Open Seat Quota,OBC PwD,"AIIMS, Raipur , Tatibandh, G E Road, Raipur
Chhattisgarh, Pin - 492099, Chhattisgarh,
492099",367116
MBBS,Open Seat Quota,Open,"AIIMS, Raipur , Tatibandh, G E Road, Raipur
Chhattisgarh, Pin - 492099, Chhattisgarh,
492099",1082
MBBS,Open Seat Quota,SC,"AIIMS, Raipur , Tatibandh, G E Road, Raipur
Chhattisgarh, Pin - 492099, Chhattisgarh,
492099",15551
MBBS,Open Seat Quota,SC PwD,"AIIMS, Raipur , Tatibandh, G E Road, Raipur
Chhattisgarh, Pin - 492099, Chhattisgarh,
492099",859572
MBBS,Open Seat Quota,ST,"AIIMS, Raipur , Tatibandh, G E Road, Raipur
Chhattisgarh, Pin - 492099, Chhattisgarh,
492099",24999
MBBS,Open Seat Quota,EWS,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",1749
MBBS,Open Seat Quota,EWS PwD,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",280144
MBBS,Open Seat Quota,OBC,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",1702
MBBS,Open Seat Quota,Open,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",817
MBBS,Open Seat Quota,SC,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",12692
MBBS,Open Seat Quota,ST,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",12140
MBBS,Open Seat Quota,Open,"AIIMS-Bhopal, , SAKET NAGAR
BHOPAL, Madhya Pradesh, 462020",579
MBBS,Open Seat Quota,SC,"AIIMS-Bhopal, , SAKET NAGAR
BHOPAL, Madhya Pradesh, 462020",8739
MBBS,All India,EWS,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA , SHERGHATIROAD, GAYA, Bihar, 823001",13153
MBBS,All India,OBC,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA , SHERGHATIROAD, GAYA, Bihar, 823001",13353
MBBS,All India,Open,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA , SHERGHATIROAD, GAYA, Bihar, 823001",11076
MBBS,All India,SC,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA , SHERGHATIROAD, GAYA, Bihar, 823001",79328
MBBS,All India,ST,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA , SHERGHATIROAD, GAYA, Bihar, 823001",111680
MBBS,All India,EWS,"ASSAM MEDICAL COLLEGE, DIBRUGARH ,
Borbari, Dibrugarh, Assam, 786002",16753
MBBS,All India,OBC,"ASSAM MEDICAL COLLEGE, DIBRUGARH ,
Borbari, Dibrugarh, Assam, 786002",16877
MBBS,All India,Open,"ASSAM MEDICAL COLLEGE, DIBRUGARH ,
Borbari, Dibrugarh, Assam, 786002",15478
MBBS,All India,SC,"ASSAM MEDICAL COLLEGE, DIBRUGARH ,
Borbari, Dibrugarh, Assam, 786002",87094
MBBS,All India,EWS,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA , NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA,
Madhya Pradesh, 464001",13049
MBBS,All India,OBC,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA , NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA,
Madhya Pradesh, 464001",12118
MBBS,All India,Open,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA , NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA,
Madhya Pradesh, 464001",11183
MBBS,All India,SC,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA , NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA,
Madhya Pradesh, 464001",78428
MBBS,All India,ST,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA , NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA,
Madhya Pradesh, 464001",70903
MBBS,Deemed/Paid Seats Quota,Open,"Aarupadai Veedu Medical College and Hospt., Puducherry , PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, BAHOUR COMMUNE PANCHAYAT, PUDUCHERRY, 607402",846034
MBBS,Non-Resident Indian,Open,"Aarupadai Veedu Medical College and Hospt., Puducherry , PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, BAHOUR COMMUNE PANCHAYAT, PUDUCHERRY, 607402",635462
MBBS,Deemed/Paid Seats Quota,Open,"Amrita Institute of Medical Science, Kochi , Amrita School of Medicine
Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi, Kerala, 682041",186493
MBBS,Non-Resident Indian,Open,"Amrita Institute of Medical Science, Kochi , Amrita School of Medicine
Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi, Kerala, 682041",577747
BDS,Deemed/Paid Seats Quota,Open,"Amrita School of Dentistry, Kochi , Amrita School of Dentistry, Amrita Institute of Medical Sciences (AIMS), AIMS Ponekkara P.O, Kochi, Kerala, 682041",1049927
MBBS,All India,EWS,"Andaman and Nicobar Islands Institute of Medical S , Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",20368
MBBS,All India,OBC,"Andaman and Nicobar Islands Institute of Medical S , Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",18926
MBBS,All India,Open,"Andaman and Nicobar Islands Institute of Medical S , Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",16199
MBBS,All India,SC,"Andaman and Nicobar Islands Institute of Medical S , Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",95129
MBBS,All India,ST,"Andaman and Nicobar Islands Institute of Medical S , Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",122789
MBBS,All India,EWS,"Andhra Medical College, Visakhapatnam , MAHARANI PETA NEAR COLLECTORATE KGH CAMPUS VISAKHAPATNAM,
Andhra Pradesh, 530002",7821
MBBS,All India,OBC,"Andhra Medical College, Visakhapatnam , MAHARANI PETA NEAR COLLECTORATE KGH CAMPUS VISAKHAPATNAM,
Andhra Pradesh, 530002",10295
MBBS,All India,Open,"Andhra Medical College, Visakhapatnam , MAHARANI PETA NEAR COLLECTORATE KGH CAMPUS VISAKHAPATNAM,
Andhra Pradesh, 530002",7795
MBBS,All India,ST,"Andhra Medical College, Visakhapatnam , MAHARANI PETA NEAR COLLECTORATE KGH CAMPUS VISAKHAPATNAM,
Andhra Pradesh, 530002",76819
MBBS,All India,ST,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI , Post Graduate Institute of Medical Education and Research, Dr.
RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",15305
MBBS,IP University Quota,EWS,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI , Post Graduate Institute of Medical Education and Research, Dr.
RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",5894
MBBS,All India,EWS,"Autonomous State Medical College , Fatehpur , Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",14994
MBBS,All India,OBC,"Autonomous State Medical College , Fatehpur , Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",14806
MBBS,All India,Open,"Autonomous State Medical College , Fatehpur , Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",13855
MBBS,All India,SC,"Autonomous State Medical College , Fatehpur , Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",83074
MBBS,All India,ST,"Autonomous State Medical College , Fatehpur , Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",108634
MBBS,All India,EWS,"Autonomous State Medical College ,Etah
, NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.-
207001, Uttar
Pradesh, 207001",14920
MBBS,All India,OBC,"Autonomous State Medical College ,Etah
, NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.-
207001, Uttar
Pradesh, 207001",14356
MBBS,All India,Open,"Autonomous State Medical College ,Etah
, NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.-
207001, Uttar
Pradesh, 207001",13108
MBBS,All India,SC,"Autonomous State Medical College ,Etah
, NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.-
207001, Uttar
Pradesh, 207001",79561
MBBS,All India,ST,"Autonomous State Medical College ,Etah
, NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.-
207001, Uttar
Pradesh, 207001",108840
MBBS,All India,EWS,"Autonomous State Medical College Society , Mirzapur , Piparadarh, Visunderpur, Uttar Pradesh, 231001",15474
MBBS,All India,OBC,"Autonomous State Medical College Society , Mirzapur , Piparadarh, Visunderpur, Uttar Pradesh, 231001",15883
MBBS,All India,Open,"Autonomous State Medical College Society , Mirzapur , Piparadarh, Visunderpur, Uttar Pradesh, 231001",14713
MBBS,All India,SC,"Autonomous State Medical College Society , Mirzapur , Piparadarh, Visunderpur, Uttar Pradesh, 231001",84862
MBBS,All India,ST,"Autonomous State Medical College Society , Mirzapur , Piparadarh, Visunderpur, Uttar Pradesh, 231001",110716
