Course,Quota,Category,Institute,Rank
MBBS,Open Seat Quota,Open,"AIIMS, Deogarh ,PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",7975
MBBS,Open Seat Quota,Open PwD,"AIIMS, Deogarh ,PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",554188
MBBS,Open Seat Quota,SC,"AIIMS, Deogarh ,PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",77135
MBBS,Open Seat Quota,ST,"AIIMS, Deogarh ,PANCHAYAT TRAINING INSTITUTE DABURGRAM JASIDIH DEOGHAR JHARKHAND-814142 (AIIMS TEMPORARY CAMPUS)",116901
MBBS,Open Seat Quota,OBC,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",4562
MBBS,Open Seat Quota,Open,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",4518
MBBS,Open Seat Quota,SC,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",67470
MBBS,Open Seat Quota,ST,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",109933
MBBS,Open Seat Quota,ST,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",62266
MBBS,Open Seat Quota,OBC,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",6406
MBBS,Open Seat Quota,EWS,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",12350
MBBS,Open Seat Quota,OBC,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",11981
MBBS,Open Seat Quota,Open,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",11177
MBBS,Open Seat Quota,Open PwD,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",779200
MBBS,Open Seat Quota,SC,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",79328
MBBS,Open Seat Quota,ST,"AIIMS, Madurai,AIIMS MADURAI, Tamil Nadu, 625008",118275
MBBS,Open Seat Quota,Open,"AIIMS, Patna,Phulwarisharif, Patna-801507, Bihar, 801507",2737
MBBS,Open Seat Quota,SC,"AIIMS, Patna,Phulwarisharif, Patna-801507, Bihar, 801507",35999
MBBS,Open Seat Quota,ST,"AIIMS, Patna,Phulwarisharif, Patna-801507, Bihar, 801507",112416
MBBS,Open Seat Quota,EWS,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",8734
MBBS,Open Seat Quota,OBC,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",5624
MBBS,Open Seat Quota,Open,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",4504
MBBS,Open Seat Quota,SC,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",73007
MBBS,Open Seat Quota,ST,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",114092
MBBS,Open Seat Quota,EWS,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",6042
MBBS,Open Seat Quota,SC,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",45834
MBBS,Open Seat Quota,OBC,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand, 249203",2941
MBBS,Open Seat Quota,Open,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand, 249203",2908
MBBS,All India,EWS,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA,SHERGHATIROAD, GAYA, Bihar, 823001",18766
MBBS,All India,OBC,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA,SHERGHATIROAD, GAYA, Bihar, 823001",18444
MBBS,All India,Open,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA,SHERGHATIROAD, GAYA, Bihar, 823001",16465
MBBS,All India,SC,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA,SHERGHATIROAD, GAYA, Bihar, 823001",106406
MBBS,All India,ST,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA,SHERGHATIROAD, GAYA, Bihar, 823001",132093
MBBS,All India,OBC,"ASSAM MEDICAL COLLEGE, DIBRUGARH,Borbari, Dibrugarh, Assam, 786002",20855
MBBS,All India,Open,"ASSAM MEDICAL COLLEGE, DIBRUGARH,Borbari, Dibrugarh, Assam, 786002",20346
MBBS,All India,SC,"ASSAM MEDICAL COLLEGE, DIBRUGARH,Borbari, Dibrugarh, Assam, 786002",113081
MBBS,All India,EWS,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA,NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",18564
MBBS,All India,OBC,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA,NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",17811
MBBS,All India,Open,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA,NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",17754
MBBS,All India,SC,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA,NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",98405
MBBS,All India,ST,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA,NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",133572
MBBS,Deemed/Paid Seats Quota,Open,"Aarupadai Veedu Medical College and Hospt., Puducherry,PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, BAHOUR COMMUNE PANCHAYAT, PUDUCHERRY, 607402",593562
MBBS,Deemed/Paid Seats Quota,Open,"Amrita Institute of Medical Science, Kochi,Amrita School of Medicine Amrita Institute of Medical Sciences
AIMS Ponekkara P.O Kochi, Kerala, 682041",89990
MBBS,Non-Resident Indian,Open,"Amrita Institute of Medical Science, Kochi,Amrita School of Medicine Amrita Institute of Medical Sciences
AIMS Ponekkara P.O Kochi, Kerala, 682041",265445
BDS,Deemed/Paid Seats Quota,Open,"Amrita School of Dentistry, Kochi,Amrita School of Dentistry, Amrita Institute of Medical Sciences (AIMS), AIMS Ponekkara P.O, Kochi, Kerala, 682041",755823
MBBS,All India,EWS,"Andaman and Nicobar Islands Institute of Medical S,Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair-744104, Andaman And Nicobar Islands, 744104",22936
MBBS,All India,OBC,"Andaman and Nicobar Islands Institute of Medical S,Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair-744104, Andaman And Nicobar Islands, 744104",21963
MBBS,All India,Open,"Andaman and Nicobar Islands Institute of Medical S,Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair-744104, Andaman And Nicobar Islands, 744104",21803
MBBS,All India,SC,"Andaman and Nicobar Islands Institute of Medical S,Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair-744104, Andaman And Nicobar Islands, 744104",115802
MBBS,All India,ST,"Andaman and Nicobar Islands Institute of Medical S,Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair-744104, Andaman And Nicobar Islands, 744104",138597
MBBS,All India,EWS,"Andhra Medical College, Visakhapatnam,MAHARANI PETA NEAR COLLECTORATE
KGH CAMPUS
VISAKHAPATNAM, Andhra Pradesh, 530002",16966
MBBS,All India,OBC,"Andhra Medical College, Visakhapatnam,MAHARANI PETA NEAR COLLECTORATE
KGH CAMPUS
VISAKHAPATNAM, Andhra Pradesh, 530002",18894
MBBS,All India,Open,"Andhra Medical College, Visakhapatnam,MAHARANI PETA NEAR COLLECTORATE
KGH CAMPUS
VISAKHAPATNAM, Andhra Pradesh, 530002",15778
MBBS,Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) Quota,Open,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI,Post Graduate Institute of Medical Education and Research, Dr. RML Hospital,
B.K.S. Marg, New Delhi, Delhi (NCT), 110001",14882
MBBS,IP University Quota,OBC,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI,Post Graduate Institute of Medical Education and Research, Dr. RML Hospital,
B.K.S. Marg, New Delhi, Delhi (NCT), 110001",12053
MBBS,IP University Quota,SC,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI,Post Graduate Institute of Medical Education and Research, Dr. RML Hospital,
B.K.S. Marg, New Delhi, Delhi (NCT), 110001",86229
MBBS,IP University Quota,ST,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI,Post Graduate Institute of Medical Education and Research, Dr. RML Hospital,
B.K.S. Marg, New Delhi, Delhi (NCT), 110001",201754
MBBS,All India,EWS,"Autonomous State Medical College , Fatehpur,Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",19523
MBBS,All India,Open,"Autonomous State Medical College , Fatehpur,Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",18515
MBBS,All India,OBC,"Autonomous State Medical College ,Etah,NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.- 207001, Uttar Pradesh, 207001",18258
MBBS,All India,Open,"Autonomous State Medical College ,Etah,NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.- 207001, Uttar Pradesh, 207001",17641
MBBS,All India,ST,"Autonomous State Medical College ,Etah,NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.- 207001, Uttar Pradesh, 207001",119184
MBBS,All India,OBC,"Autonomous State Medical College Society , Mirzapur,Piparadarh, Visunderpur, Uttar Pradesh, 231001",19219
MBBS,All India,Open,"Autonomous State Medical College Society , Mirzapur,Piparadarh, Visunderpur, Uttar Pradesh, 231001",19092
MBBS,All India,SC,"Autonomous State Medical College Society , Mirzapur,Piparadarh, Visunderpur, Uttar Pradesh, 231001",90308
MBBS,All India,OBC,"Autonomous State Medical College, Ghazipur,Principal Prashasnik Bhawan
MV Autonomous State Medical College RTI Chauraha
Ghazipur, Uttar Pradesh, 233001",19240
MBBS,All India,Open,"Autonomous State Medical College, Ghazipur,Principal Prashasnik Bhawan
MV Autonomous State Medical College RTI Chauraha
Ghazipur, Uttar Pradesh, 233001",19121
MBBS,All India,EWS,"Autonomous State Medical College, Pratapgarh,Pure Keshav Rai Gay Ghat Road Pratapgarh, Uttar Pradesh, 230001",19638
MBBS,All India,OBC,"Autonomous State Medical College, Pratapgarh,Pure Keshav Rai Gay Ghat Road Pratapgarh, Uttar Pradesh, 230001",19095
MBBS,All India,Open,"Autonomous State Medical College, Pratapgarh,Pure Keshav Rai Gay Ghat Road Pratapgarh, Uttar Pradesh, 230001",18814
MBBS,All India,ST,"Autonomous State Medical College, Pratapgarh,Pure Keshav Rai Gay Ghat Road Pratapgarh, Uttar Pradesh, 230001",121197
MBBS,All India,EWS,"Autonomous State Medical College, Siddharthnagar,Autonomous State Medical College Siddharthnagar
71 Ashok Marg Village Mudila Naugarh Uttar Prade, Uttar Pradesh, 272207",19715
MBBS,All India,OBC,"Autonomous State Medical College, Siddharthnagar,Autonomous State Medical College Siddharthnagar
71 Ashok Marg Village Mudila Naugarh Uttar Prade, Uttar Pradesh, 272207",19027
MBBS,All India,Open,"Autonomous State Medical College, Siddharthnagar,Autonomous State Medical College Siddharthnagar
71 Ashok Marg Village Mudila Naugarh Uttar Prade, Uttar Pradesh, 272207",18501
MBBS,All India,OBC,"Autonomous State Medical college Society Hardoi,Gaura Danda, Gopamau, Sitapur Road, Hardoi, Uttar Pradesh, 241001",19011
MBBS,All India,Open,"Autonomous State Medical college Society Hardoi,Gaura Danda, Gopamau, Sitapur Road, Hardoi, Uttar Pradesh, 241001",18813
MBBS,All India,SC,"Autonomous State Medical college Society Hardoi,Gaura Danda, Gopamau, Sitapur Road, Hardoi, Uttar Pradesh, 241001",93376
MBBS,All India,ST,"Autonomous State Medical college Society Hardoi,Gaura Danda, Gopamau, Sitapur Road, Hardoi, Uttar Pradesh, 241001",137212
MBBS,All India,EWS,"B.J. MEDICAL COLLEGE, AHMEDABAD,B J Medical College, New Civil Hospital Campus, Asarwa, Ahmedabad 380016, Gujarat, 380016",4415
MBBS,All India,ST,"B.J. MEDICAL COLLEGE, AHMEDABAD,B J Medical College, New Civil Hospital Campus, Asarwa, Ahmedabad 380016, Gujarat, 380016",97558
MBBS,Deemed/Paid Seats Quota,Open,"B.L.D.E University, Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD VIJAYAPURA KARNATAKA, Karnataka, 586103",290427
MBBS,Non-Resident Indian,Open,"B.L.D.E University, Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD VIJAYAPURA KARNATAKA, Karnataka, 586103",686375
MBBS,All India,EWS,"B.R.D. MEDICAL COLLEGE, GORAKHPUR,MAHARAJGANJ ROAD,GORAKHPUR, Uttar Pradesh, 273013",14623
MBBS,All India,OBC,"B.R.D. MEDICAL COLLEGE, GORAKHPUR,MAHARAJGANJ ROAD,GORAKHPUR, Uttar Pradesh, 273013",14699
MBBS,All India,Open,"B.R.D. MEDICAL COLLEGE, GORAKHPUR,MAHARAJGANJ ROAD,GORAKHPUR, Uttar Pradesh, 273013",13662
MBBS,All India,SC,"B.R.D. MEDICAL COLLEGE, GORAKHPUR,MAHARAJGANJ ROAD,GORAKHPUR, Uttar Pradesh, 273013",86769
MBBS,All India,OBC,"BAHIRAMJEE JIJIBHAI MEDICAL COLLGE, PUNE,Sassoon Hospital Compound, Near Pune Railway station J.P. Narayan Road, Pune, Maharashtra, 411001",12121
MBBS,All India,Open,"BAHIRAMJEE JIJIBHAI MEDICAL COLLGE, PUNE,Sassoon Hospital Compound, Near Pune Railway station J.P. Narayan Road, Pune, Maharashtra, 411001",7779
MBBS,All India,SC,"BAHIRAMJEE JIJIBHAI MEDICAL COLLGE, PUNE,Sassoon Hospital Compound, Near Pune Railway station J.P. Narayan Road, Pune, Maharashtra, 411001",81758
MBBS,All India,EWS,"BANKURA SAMMILANI MED COLL,BANKURA,Principal, Bankura Sammilani Medical College, Lokepur, PO- Kenduadihi, Bankura, Pin- 722102, West Bengal, 722102",19208
MBBS,All India,OBC,"BANKURA SAMMILANI MED COLL,BANKURA,Principal, Bankura Sammilani Medical College, Lokepur, PO- Kenduadihi, Bankura, Pin- 722102, West Bengal, 722102",19347
MBBS,All India,Open,"BANKURA SAMMILANI MED COLL,BANKURA,Principal, Bankura Sammilani Medical College, Lokepur, PO- Kenduadihi, Bankura, Pin- 722102, West Bengal, 722102",19068
MBBS,All India,ST,"BANKURA SAMMILANI MED COLL,BANKURA,Principal, Bankura Sammilani Medical College, Lokepur, PO- Kenduadihi, Bankura, Pin- 722102, West Bengal, 722102",138138
MBBS,All India,EWS,"BELGAUM INST. OF MEDICAL SCI., BELGAUM,DR B R AMBEDKAR ROAD
BELAGAVI., Karnataka, 590001",19883
MBBS,All India,OBC,"BELGAUM INST. OF MEDICAL SCI., BELGAUM,DR B R AMBEDKAR ROAD
BELAGAVI., Karnataka, 590001",19319
MBBS,All India,Open,"BELGAUM INST. OF MEDICAL SCI., BELGAUM,DR B R AMBEDKAR ROAD
BELAGAVI., Karnataka, 590001",15845
MBBS,Deemed/Paid Seats Quota,Open,"BHAARATH MEDICAL COLLEGE AND HOSPITAL,173, AGARAM MAIN ROAD , SELAIYUR, TAMBARAM CHENNAI - 600073, Tamil Nadu, 600073",759551
MBBS,All India,EWS,"BIDAR INSTITUTE OF MEDICAL SCI.,  BIDAR,BIDAR INSTITUTE OF MEDICAL SCIENCES BIDAR
UDGIR ROAD
BIDAR, Karnataka, 585401",21990
MBBS,All India,OBC,"BIDAR INSTITUTE OF MEDICAL SCI.,  BIDAR,BIDAR INSTITUTE OF MEDICAL SCIENCES BIDAR
UDGIR ROAD
BIDAR, Karnataka, 585401",21141
MBBS,All India,Open,"BIDAR INSTITUTE OF MEDICAL SCI.,  BIDAR,BIDAR INSTITUTE OF MEDICAL SCIENCES BIDAR
UDGIR ROAD
BIDAR, Karnataka, 585401",19546
MBBS,All India,SC,"BIDAR INSTITUTE OF MEDICAL SCI.,  BIDAR,BIDAR INSTITUTE OF MEDICAL SCIENCES BIDAR
UDGIR ROAD
BIDAR, Karnataka, 585401",110769
MBBS,All India,EWS,"BPS Govt. Med. College, Sonepat,BPS GOVT MEDICAL COLLEGE FOR WOMEN
KHANPUR KALAN SONEPAT, Haryana, 131305 (Female Seat only )",21248
MBBS,All India,OBC,"BPS Govt. Med. College, Sonepat,BPS GOVT MEDICAL COLLEGE FOR WOMEN
KHANPUR KALAN SONEPAT, Haryana, 131305 (Female Seat only )",20771
MBBS,All India,Open,"BPS Govt. Med. College, Sonepat,BPS GOVT MEDICAL COLLEGE FOR WOMEN
KHANPUR KALAN SONEPAT, Haryana, 131305 (Female Seat only )",18109
MBBS,All India,SC,"BPS Govt. Med. College, Sonepat,BPS GOVT MEDICAL COLLEGE FOR WOMEN
KHANPUR KALAN SONEPAT, Haryana, 131305 (Female Seat only )",96609
MBBS,All India,EWS,"BUNDELKHAND MEDICAL COLLEGE, SAGAR,Shivaji ward, tili Road, Sagar, Madhya Pradesh, 470001",16780
MBBS,All India,OBC,"BUNDELKHAND MEDICAL COLLEGE, SAGAR,Shivaji ward, tili Road, Sagar, Madhya Pradesh, 470001",17338
MBBS,All India,Open,"BUNDELKHAND MEDICAL COLLEGE, SAGAR,Shivaji ward, tili Road, Sagar, Madhya Pradesh, 470001",16526
MBBS,All India,SC,"BUNDELKHAND MEDICAL COLLEGE, SAGAR,Shivaji ward, tili Road, Sagar, Madhya Pradesh, 470001",94844
MBBS,All India,OBC,"BURDWAN MEDICAL COLLEGE,BURDWAN,BURDWAN MEDICAL COLLEGE, BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN-713104,WEST
BENGAL, West Bengal, 713104",18788
MBBS,All India,Open,"BURDWAN MEDICAL COLLEGE,BURDWAN,BURDWAN MEDICAL COLLEGE, BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN-713104,WEST
BENGAL, West Bengal, 713104",17169
MBBS,All India,SC,"BURDWAN MEDICAL COLLEGE,BURDWAN,BURDWAN MEDICAL COLLEGE, BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN-713104,WEST
BENGAL, West Bengal, 713104",105608
MBBS,All India,ST,"BURDWAN MEDICAL COLLEGE,BURDWAN,BURDWAN MEDICAL COLLEGE, BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN-713104,WEST
BENGAL, West Bengal, 713104",146583
MBBS,Deemed/Paid Seats Quota,Open,"BV Deemed Uni. Med. College and Hos., Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra, Maharashtra, 416416",103906
MBBS,Non-Resident Indian,Open,"BV Deemed Uni. Med. College and Hos., Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra, Maharashtra, 416416",710856
BDS,Deemed/Paid Seats Quota,Open,"BVDU Dental College and Hospital, Navi Mumbai,Bharati Vidyapeeth Dental College and Hospital, Sec.7, Belapur Navi Mumbai., Maharashtra, 400614",418983
BDS,Deemed/Paid Seats Quota,Open,"BVDU Dental College and Hospital, Sangli,Sangli-Miraj Road, Wanlesswadi Sangli., Maharashtra, 416414",978030
MBBS,All India,EWS,"Bangalore Medical College and Research Institute,K R ROAD FORT BENGALURU, Karnataka, 560002",10131
MBBS,All India,OBC,"Bangalore Medical College and Research Institute,K R ROAD FORT BENGALURU, Karnataka, 560002",7270
MBBS,All India,Open,"Bangalore Medical College and Research Institute,K R ROAD FORT BENGALURU, Karnataka, 560002",6483
MBBS,All India,SC,"Bangalore Medical College and Research Institute,K R ROAD FORT BENGALURU, Karnataka, 560002",83122
MBBS,All India,OBC,"Barasat Government Medical College & Hospital, West Bengal,80 Jessore Road Banamalipur JL NO 80and Uttorhat JL no 78 Barasat North Twenty Four Parganas 700124, West Bengal, 700124",20563
BDS,Deemed/Paid Seats Quota,Open,"Bharati Vidyapeeth DU Dental College and Hospt., Pune,Bharati Vidyapeeth (Deemed to be University) Dental College and Hospital, Pune, Maharashtra, 411043",351906
MBBS,Deemed/Paid Seats Quota,Open,"Bharati Vidyapeeth DU Medical College,Dhankawadi, Pune-Satara Road, Pune, Maharashtra, 411043",79854
MBBS,Non-Resident Indian,Open,"Bharati Vidyapeeth DU Medical College,Dhankawadi, Pune-Satara Road, Pune, Maharashtra, 411043",624514
MBBS,All India,EWS,"Bhima Bhoi Medical College and Hospital , Balangir,PO - Rajendra College, District- Balangir, Odisha., Odisha, 767002",21553
MBBS,All India,OBC,"Bhima Bhoi Medical College and Hospital , Balangir,PO - Rajendra College, District- Balangir, Odisha., Odisha, 767002",21348
